Samples,Nitrososphaerales,Woesearchaeales,Acidobacteriales,Bryobacterales,Solibacterales,Subgroup 13,Subgroup 15,Subgroup 2,11-24,Blastocatellales,DS-100,Pyrinomonadales,Holophagales,Subgroup 7,Thermoanaerobaculales,Subgroup 17,Vicinamibacterales,IMCC26256,Microtrichales,Catenulisporales,Corynebacteriales,Frankiales,Glycomycetales,Kineosporiales,Micrococcales,Micromonosporales,Propionibacteriales,Pseudonocardiales,Streptomycetales,Streptosporangiales,Gaiellales,Solirubrobacterales,Fimbriimonadales,Bacteroidales,Bacteroidetes VC2.1 Bac22,Chitinophagales,Cytophagales,Flavobacteriales,Sphingobacteriales,Kapabacteriales,Bacteriovoracales,Bdellovibrionales,0319-6G20,Oligoflexales,Silvanigrellales,Anaerolineales,Caldilineales,SBR1031,Chloroflexales,Kallotenuales,Thermomicrobiales,S085,B12-WMSP1,C0119,Ktedonobacterales,Chloroplast,Obscuribacterales,Vampirovibrionales,Babeliales,Geobacterales,Lineage IV,MVP-88,Fibrobacterales,Alicyclobacillales,Bacillales,Entomoplasmatales,Lactobacillales,Paenibacillales,Staphylococcales,Thermoactinomycetales,Clostridiales,Gracilibacteraceae,Peptostreptococcales-Tissierellales,Desulfitobacteriales,Gemmatimonadales,Longimicrobiales,Myxococcales,Blfdi19,Haliangiales,mle1-27,MSB-4B10,Polyangiales,Nitrospirales,Candidatus Peregrinibacteria,Candidatus Adlerbacteria,Candidatus Liptonbacteria,Candidatus Nomurabacteria,Candidatus Zambryskibacteria,Saccharimonadales,Phycisphaerales,Tepidisphaerales,Isosphaerales,Pirellulales,Planctomycetales,Acetobacterales,Azospirillales,Caulobacterales,Defluviicoccales,Dongiales,Elsterales,Holosporales,Micavibrionales,Micropepsales,Paracaedibacterales,Parvibaculales,Reyranellales,Rhizobiales,Rhodospirillales,Rickettsiales,Sphingomonadales,Tistrellales,Burkholderiales,Coxiellales,Diplorickettsiales,Enterobacterales,Gammaproteobacteria Incertae Sedis,KF-JG30-C25,Legionellales,Pseudomonadales,R7C24,Salinisphaerales,Steroidobacterales,Xanthomonadales,Spirochaetales,Sumerlaeales,Chlamydiales,Chthoniobacterales,Methylacidiphilales,Opitutales,Pedosphaerales,Verrucomicrobiales,Watering_Regm
SRR5224686,0.0000000000,0.0000000000,0.0614954577,0.0255066387,0.0368623340,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0543908689,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0030864198,0.0005241090,0.0128697880,0.0006405777,0.0006988120,0.0020382017,0.0036687631,0.0044258095,0.0019799674,0.0000000000,0.0079198696,0.0054157932,0.0164803168,0.0000000000,0.0380270207,0.0027952481,0.0047752155,0.0062893082,0.0033775914,0.0000000000,0.0000000000,0.0824598183,0.0474027487,0.0026787794,0.0381434894,0.0007570464,0.0000000000,0.0000000000,0.0013976240,0.0000000000,0.0000000000,0.0000000000,0.0008152807,0.0023293734,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0048916841,0.0340670860,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0025040764,0.0000000000,0.0002329373,0.0008735150,0.0000000000,0.0344164920,0.0003494060,0.0000000000,0.0004658747,0.0001164687,0.0006988120,0.0011646867,0.0000000000,0.0000000000,0.0000000000,0.0250407640,0.0000000000,0.0047752155,0.0000000000,0.0108898206,0.0000000000,0.0002329373,0.0181691125,0.0125786164,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0044840438,0.0000000000,0.0031446541,0.0000000000,0.0000000000,0.0000000000,0.0046587468,0.0030864198,0.0059399022,0.0000000000,0.0094339623,0.0033775914,0.0000000000,0.0001747030,0.0329606336,0.0005823433,0.0000000000,0.0034358258,0.0735499651,0.0018634987,0.0001747030,0.0322035872,0.0000000000,0.0832168647,0.0000000000,0.0009317494,0.0013393897,0.0075122292,0.0000000000,0.0000000000,0.0002329373,0.0006405777,0.0000000000,0.0040764034,0.0294083392,0.0000000000,0.0000000000,0.0001164687,0.0086769159,0.0000000000,0.0166550198,0.0467039366,0.0006988120,1
SRR5224688,2.341235e-04,0.000000e+00,7.134914e-02,1.094527e-02,1.755926e-02,0.000000e+00,6.438396e-04,4.682470e-04,0.000000e+00,3.026046e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.809482e-03,3.804507e-03,0.000000e+00,1.112087e-02,4.858063e-03,8.194323e-04,7.609014e-04,6.028680e-03,5.560433e-03,0.000000e+00,0.000000e+00,2.516828e-02,8.428446e-03,2.358794e-02,3.804507e-03,3.623061e-02,3.102136e-03,2.633889e-02,1.545215e-02,7.023705e-04,0.000000e+00,3.511853e-04,4.506877e-02,1.556921e-02,5.736026e-03,4.858063e-03,2.926544e-04,8.194323e-04,2.926544e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.682470e-04,3.511853e-04,6.438396e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.341235e-04,2.868013e-03,8.662570e-03,0.000000e+00,0.000000e+00,0.000000e+00,5.853088e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.809482e-03,2.420252e-01,0.000000e+00,0.000000e+00,1.884694e-02,0.000000e+00,5.853088e-04,3.043606e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.213345e-02,0.000000e+00,4.858063e-03,0.000000e+00,1.176471e-02,0.000000e+00,0.000000e+00,7.433421e-03,6.438396e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.921569e-03,0.000000e+00,3.160667e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.404741e-03,2.926544e-04,8.077261e-03,2.341235e-04,6.087211e-03,2.926544e-03,0.000000e+00,0.000000e+00,9.833187e-03,2.341235e-04,0.000000e+00,4.331285e-03,6.461809e-02,9.364940e-04,1.463272e-03,3.342113e-02,0.000000e+00,3.933275e-02,5.443371e-03,3.465028e-02,8.779631e-04,4.682470e-04,0.000000e+00,0.000000e+00,1.404741e-03,0.000000e+00,0.000000e+00,2.341235e-04,1.791045e-02,1.112087e-03,0.000000e+00,2.341235e-04,1.135499e-02,0.000000e+00,5.560433e-03,1.393035e-02,2.926544e-04,0
SRR5224689,0.0000000000,0.0000000000,0.0409258832,0.0073885939,0.0121796352,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0266104826,0.0000000000,0.0000000000,0.0000000000,0.0005195105,0.0019048719,0.0000000000,0.0025975525,0.0000000000,0.0004617871,0.0000000000,0.0007504041,0.0008081275,0.0000000000,0.0000000000,0.0175479104,0.0015585315,0.0079658278,0.0019048719,0.0069268067,0.0000000000,0.0009812976,0.0033479566,0.0018471485,0.0000000000,0.0000000000,0.1034980374,0.1281459247,0.0091780189,0.2206187947,0.0010390210,0.0000000000,0.0013276380,0.0002308936,0.0000000000,0.0000000000,0.0000000000,0.0002308936,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012699146,0.0032325098,0.0005195105,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0135649965,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0095820827,0.0000000000,0.0011544678,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0221080582,0.0043869776,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0039829139,0.0000000000,0.0013853613,0.0000000000,0.0000000000,0.0000000000,0.0008081275,0.0000000000,0.0077349342,0.0000000000,0.0143154006,0.0000000000,0.0000000000,0.0000000000,0.0163357192,0.0000000000,0.0000000000,0.0028861695,0.0613599631,0.0000000000,0.0013853613,0.0381551605,0.0000000000,0.1132532902,0.0000000000,0.0000000000,0.0086007850,0.0012121912,0.0000000000,0.0000000000,0.0095243593,0.0000000000,0.0000000000,0.0013276380,0.0338836296,0.0000000000,0.0000000000,0.0000000000,0.0016739783,0.0000000000,0.0080235511,0.0166820596,0.0011544678,0
SRR5224690,0.0000000000,0.0000000000,0.0004618404,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013277912,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0053688950,0.0000000000,0.0000000000,0.0106800600,0.0117192010,0.0000000000,0.0000000000,0.0000000000,0.0034060732,0.0000000000,0.0000000000,0.0618288881,0.1797136589,0.0235538621,0.1192125621,0.0000000000,0.0000000000,0.0002886503,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0020205519,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0026555825,0.0000000000,0.0000000000,0.0349266828,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0051379748,0.0000000000,0.0343493823,0.0000000000,0.0000000000,0.0000000000,0.0061771158,0.0010968710,0.0000000000,0.0000000000,0.1051264288,0.0000000000,0.0025978524,0.0206096294,0.0000000000,0.2343840203,0.0000000000,0.0000000000,0.0366585845,0.0025401224,0.0000000000,0.0000000000,0.0077358273,0.0000000000,0.0000000000,0.0118346611,0.0631566794,0.0013855213,0.0000000000,0.0000000000,0.0041565639,0.0000000000,0.0050802448,0.0006927607,0.0001154601,0
SRR5224691,0.0000000000,0.0000000000,0.0578021210,0.0350774968,0.0326302296,0.0000000000,0.0003496096,0.0000000000,0.0005244144,0.0146253350,0.0000000000,0.0000000000,0.0000000000,0.0016315115,0.0078079478,0.0000000000,0.0032630230,0.0008157557,0.0000000000,0.0019811211,0.0064095094,0.0182379676,0.0000000000,0.0000000000,0.0255797693,0.0269199394,0.0173056753,0.0103134833,0.0148001398,0.0066425824,0.0235986482,0.0224332828,0.0008157557,0.0004078779,0.0000000000,0.0501689780,0.0099056054,0.0000000000,0.0042535835,0.0007574875,0.0008740240,0.0015732432,0.0015149749,0.0004078779,0.0000000000,0.0000000000,0.0012236336,0.0002330731,0.0013984384,0.0005826827,0.0012819019,0.0000000000,0.0003496096,0.0118867265,0.0518004895,0.0045449248,0.0000000000,0.0000000000,0.0001748048,0.0042535835,0.0000000000,0.0000000000,0.0025638038,0.0015149749,0.1208483860,0.0000000000,0.0000000000,0.0071087286,0.0000000000,0.0006409509,0.0175970167,0.0000000000,0.0000000000,0.0000000000,0.0251718914,0.0000000000,0.0163151148,0.0000000000,0.0185293089,0.0000000000,0.0000000000,0.0173056753,0.0058850950,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0029134134,0.0000000000,0.0040787787,0.0000000000,0.0000000000,0.0000000000,0.0090898497,0.0033212912,0.0054189488,0.0000000000,0.0019228528,0.0060598998,0.0003496096,0.0000000000,0.0096725323,0.0009322923,0.0000000000,0.0024472672,0.0645029717,0.0003496096,0.0006992192,0.0517422212,0.0000000000,0.0630462650,0.0000000000,0.0013401701,0.0020976576,0.0050110710,0.0000000000,0.0000000000,0.0014567067,0.0000000000,0.0000000000,0.0009905605,0.0121197996,0.0000000000,0.0000000000,0.0000000000,0.0069339238,0.0000000000,0.0061764363,0.0266868663,0.0000000000,1
SRR5224692,0.0000000000,0.0000000000,0.0731325999,0.0277938622,0.0397799653,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0189924725,0.0000000000,0.0000000000,0.0000000000,0.0005211349,0.0077012160,0.0000000000,0.0051534453,0.0005790388,0.0010422698,0.0000000000,0.0018529241,0.0051534453,0.0071800811,0.0000000000,0.0409959467,0.0016213086,0.0195136074,0.0020266358,0.0212507238,0.0048639259,0.0037058483,0.0075275043,0.0019687319,0.0000000000,0.0000000000,0.1009843660,0.0206137811,0.0023740591,0.0418645049,0.0016792125,0.0000000000,0.0037637522,0.0005790388,0.0000000000,0.0000000000,0.0000000000,0.0004632310,0.0021424435,0.0000000000,0.0000000000,0.0020845397,0.0000000000,0.0000000000,0.0037637522,0.0155761436,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0033584250,0.0000000000,0.0000000000,0.0009843660,0.0081065431,0.0550086856,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0061378112,0.0000000000,0.0000000000,0.0000000000,0.0190503764,0.0000000000,0.0013317892,0.0000000000,0.0046902142,0.0000000000,0.0000000000,0.0096699479,0.0081065431,0.0004053272,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0056166763,0.0000000000,0.0020266358,0.0000000000,0.0000000000,0.0000000000,0.0066010423,0.0031268095,0.0093225246,0.0000000000,0.0031268095,0.0041690793,0.0000000000,0.0000000000,0.0151708164,0.0000000000,0.0000000000,0.0036479444,0.1322524609,0.0008106543,0.0009264621,0.0452229299,0.0000000000,0.0590619572,0.0000000000,0.0018529241,0.0032426173,0.0057903880,0.0000000000,0.0000000000,0.0301679213,0.0000000000,0.0000000000,0.0016213086,0.0110017371,0.0000000000,0.0000000000,0.0000000000,0.0028372901,0.0000000000,0.0017950203,0.0455124493,0.0000000000,1
SRR5224693,0.0000000000,0.0000000000,0.0007502741,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019045420,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002308536,0.0000000000,0.0000000000,0.0000000000,0.0090032897,0.0000000000,0.0399953829,0.0059444797,0.0151786230,0.0069833208,0.1409938247,0.0000000000,0.0000000000,0.0001731402,0.0000000000,0.0000000000,0.0000000000,0.0513649218,0.0408033705,0.0076181682,0.0571362613,0.0000000000,0.0000000000,0.0066947539,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002885670,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0005771340,0.0000000000,0.0036936573,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0123506666,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004617072,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0005194206,0.0134472211,0.0000000000,0.0028279564,0.0000000000,0.0000000000,0.0000000000,0.0015005483,0.0000000000,0.0000000000,0.0000000000,0.1636174756,0.0000000000,0.0025971028,0.0357823051,0.0000000000,0.0892826225,0.0000000000,0.0000000000,0.2550932071,0.0000000000,0.0000000000,0.0000000000,0.0270098690,0.0000000000,0.0000000000,0.0003462804,0.0017891153,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0008079875,0.0032319501,0.0000000000,1
SRR5224694,1.527794e-03,0.000000e+00,1.429663e-01,2.797038e-02,3.137854e-02,0.000000e+00,0.000000e+00,1.292749e-03,2.938066e-04,2.109531e-02,7.638971e-04,0.000000e+00,0.000000e+00,1.104713e-02,6.816312e-03,0.000000e+00,1.022447e-02,2.467975e-03,4.113292e-04,2.056646e-03,5.523563e-03,6.346222e-03,0.000000e+00,0.000000e+00,1.604184e-02,6.052415e-03,1.592432e-02,4.289576e-03,1.375015e-02,1.057704e-03,3.807733e-02,1.310377e-02,3.231872e-03,2.350452e-04,0.000000e+00,2.673640e-02,2.444471e-02,0.000000e+00,8.696674e-03,1.175226e-03,1.233988e-03,1.351510e-03,5.523563e-03,4.113292e-04,0.000000e+00,0.000000e+00,2.056646e-03,1.175226e-03,2.291691e-03,0.000000e+00,2.350452e-04,0.000000e+00,0.000000e+00,1.004818e-02,2.456223e-02,4.113292e-04,1.057704e-03,1.175226e-04,8.814197e-04,1.469033e-03,0.000000e+00,0.000000e+00,3.525679e-04,2.938066e-03,1.514867e-01,0.000000e+00,0.000000e+00,1.798096e-02,0.000000e+00,3.173111e-03,5.112234e-03,0.000000e+00,0.000000e+00,1.175226e-04,3.126102e-02,0.000000e+00,4.054530e-03,0.000000e+00,1.909743e-02,0.000000e+00,0.000000e+00,4.994711e-03,7.638971e-03,0.000000e+00,0.000000e+00,2.938066e-03,1.175226e-04,0.000000e+00,9.284287e-03,1.175226e-04,4.818428e-03,0.000000e+00,8.814197e-04,5.876131e-05,5.464802e-03,4.113292e-04,3.584440e-03,0.000000e+00,3.055588e-03,6.757551e-03,8.814197e-04,5.876131e-04,8.814197e-03,2.938066e-04,0.000000e+00,2.644259e-03,5.453050e-02,2.350452e-04,3.055588e-03,3.337642e-02,0.000000e+00,3.308262e-02,4.113292e-04,1.551299e-02,1.880362e-03,5.993654e-03,0.000000e+00,4.113292e-04,1.116465e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.363262e-02,1.410271e-03,0.000000e+00,4.113292e-04,1.028323e-02,0.000000e+00,2.056646e-03,2.585498e-02,0.000000e+00,0
SRR5224695,0.0000000000,0.0000000000,0.2175077120,0.0228741051,0.0498806821,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0506373319,0.0006402421,0.0000000000,0.0000000000,0.0028519877,0.0041906757,0.0000000000,0.0068680519,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0008730574,0.0000000000,0.0000000000,0.0072172749,0.0032594145,0.0030848030,0.0000000000,0.0047145102,0.0000000000,0.0016879111,0.0023863570,0.0044816949,0.0004656306,0.0000000000,0.1081427158,0.0558174728,0.0075664979,0.0439438915,0.0029683953,0.0000000000,0.0000000000,0.0013386881,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0022117455,0.0008730574,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0005238345,0.0021535417,0.0001164077,0.0000000000,0.0000000000,0.0000000000,0.0063442174,0.0000000000,0.0000000000,0.0032594145,0.0008148536,0.0091380013,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006402421,0.0000000000,0.0000000000,0.0000000000,0.0214772132,0.0000000000,0.0044234911,0.0000000000,0.0133868809,0.0000000000,0.0000000000,0.0286362843,0.0086141668,0.0008730574,0.0000000000,0.0004656306,0.0000000000,0.0000000000,0.0129212502,0.0013386881,0.0024445609,0.0000000000,0.0000000000,0.0000000000,0.0020371340,0.0000000000,0.0046563064,0.0000000000,0.0082067400,0.0014550957,0.0000000000,0.0000000000,0.0240963855,0.0000000000,0.0000000000,0.0034340260,0.0203131366,0.0000000000,0.0054129562,0.0382399162,0.0000000000,0.0486584017,0.0000000000,0.0008730574,0.0020371340,0.0052965485,0.0000000000,0.0000000000,0.0023863570,0.0008730574,0.0000000000,0.0153076072,0.0237471626,0.0052965485,0.0000000000,0.0001164077,0.0044816949,0.0000000000,0.0120481928,0.0469704907,0.0000000000,0
SRR5224696,0.0000000000,0.0000000000,0.0169304807,0.0000000000,0.0017394329,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0048124311,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006377921,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0032469415,0.0126978605,0.0009856787,0.0000000000,0.0000000000,0.0090450513,0.0000000000,0.0000000000,0.0000000000,0.0006957732,0.0000000000,0.0000000000,0.0827390271,0.1815388183,0.0048124311,0.0636632458,0.0000000000,0.0000000000,0.0004058677,0.0000000000,0.0000000000,0.0027251116,0.0000000000,0.0000000000,0.0046964690,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0017974140,0.0016814518,0.0020873195,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0008697165,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004058677,0.0000000000,0.0052762799,0.0000000000,0.0123499739,0.0000000000,0.0000000000,0.1345161477,0.0000000000,0.0002899055,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0060880153,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0034788659,0.0000000000,0.0150750855,0.0000000000,0.0000000000,0.0000000000,0.0066678263,0.0000000000,0.0000000000,0.0004058677,0.0322374906,0.0000000000,0.0816373862,0.0099727489,0.0000000000,0.1022786572,0.0000000000,0.0000000000,0.0000000000,0.0038847336,0.0000000000,0.0000000000,0.0004058677,0.0000000000,0.0000000000,0.1013509596,0.0288166058,0.0284687192,0.0000000000,0.0000000000,0.0060300342,0.0000000000,0.0184379892,0.0041166580,0.0000000000,0
SRR5224697,4.082823e-04,0.000000e+00,7.436570e-02,3.149606e-02,3.657043e-02,2.333042e-04,0.000000e+00,0.000000e+00,4.082823e-04,2.566346e-02,6.415865e-04,6.415865e-04,0.000000e+00,1.924759e-03,3.499563e-03,4.666083e-04,7.582386e-04,2.449694e-03,9.915427e-04,2.391368e-03,9.857101e-03,1.189851e-02,0.000000e+00,0.000000e+00,2.298046e-02,2.303879e-02,1.948090e-02,1.428988e-02,2.321376e-02,8.865558e-03,2.070575e-02,1.498979e-02,1.749781e-03,8.165646e-04,0.000000e+00,6.188393e-02,2.292213e-02,0.000000e+00,7.290755e-03,6.999125e-04,0.000000e+00,2.916302e-04,1.691455e-03,1.749781e-04,0.000000e+00,0.000000e+00,2.333042e-03,1.049869e-03,9.915427e-04,1.166521e-03,1.166521e-03,2.916302e-04,2.916302e-04,8.223972e-03,3.756197e-02,2.682998e-03,2.333042e-04,0.000000e+00,0.000000e+00,1.032371e-02,0.000000e+00,0.000000e+00,1.983085e-03,2.099738e-03,9.594634e-02,0.000000e+00,0.000000e+00,4.957714e-03,0.000000e+00,6.999125e-04,3.394576e-02,4.082823e-04,0.000000e+00,4.082823e-04,2.420531e-02,0.000000e+00,1.283173e-02,0.000000e+00,1.009041e-02,0.000000e+00,0.000000e+00,1.370662e-02,6.532517e-03,3.499563e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.882473e-03,0.000000e+00,3.616215e-03,0.000000e+00,0.000000e+00,5.832604e-05,7.174103e-03,3.324584e-03,3.441237e-03,0.000000e+00,4.607757e-03,3.791193e-03,0.000000e+00,1.749781e-04,1.294838e-02,8.748906e-04,0.000000e+00,3.674541e-03,7.290755e-02,5.832604e-04,1.574803e-03,3.657043e-02,0.000000e+00,4.117819e-02,8.748906e-04,9.332167e-04,2.508020e-03,3.732867e-03,0.000000e+00,0.000000e+00,1.808107e-03,0.000000e+00,0.000000e+00,3.441237e-03,1.685623e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.932342e-03,0.000000e+00,1.049869e-02,2.280548e-02,9.915427e-04,1
SRR5224698,0.0002896368,0.0000000000,0.1185193767,0.0397960957,0.0470370156,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0167410068,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0117592539,0.0000000000,0.0035335689,0.0000000000,0.0012164745,0.0000000000,0.0000000000,0.0028384406,0.0013323293,0.0000000000,0.0024908764,0.0098476510,0.0137287841,0.0006372010,0.0525980421,0.0000000000,0.0068933557,0.0126860916,0.0036494236,0.0016219661,0.0000000000,0.0784915716,0.0293691711,0.0000000000,0.0196953021,0.0012744019,0.0000000000,0.0001737821,0.0033018595,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0044024793,0.0223599606,0.0007530557,0.0000000000,0.0000000000,0.0000000000,0.0160458785,0.0000000000,0.0000000000,0.0014481840,0.0161038058,0.0624456931,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0087470312,0.0000000000,0.0000000000,0.0000000000,0.0186526096,0.0000000000,0.0040549151,0.0000000000,0.0082256850,0.0000000000,0.0000000000,0.0085153218,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0104848520,0.0000000000,0.0043445519,0.0000000000,0.0000000000,0.0000000000,0.0130915832,0.0000000000,0.0081677576,0.0000000000,0.0059665180,0.0016219661,0.0000000000,0.0000000000,0.0291374616,0.0000000000,0.0000000000,0.0020274576,0.0700341771,0.0017378208,0.0023750217,0.0383479117,0.0000000000,0.0679487922,0.0000000000,0.0000000000,0.0015640387,0.0129178011,0.0000000000,0.0000000000,0.0010426925,0.0000000000,0.0000000000,0.0019116029,0.0119909633,0.0000000000,0.0000000000,0.0000000000,0.0015061113,0.0000000000,0.0043445519,0.0581590685,0.0000000000,1
SRR5224699,0.000000e+00,0.000000e+00,4.966505e-03,1.328251e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.851005e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.042504e-04,0.000000e+00,1.155001e-04,1.155001e-04,1.443751e-03,2.598753e-03,5.544006e-03,1.732502e-03,7.276507e-03,0.000000e+00,1.114576e-02,1.264726e-02,1.466851e-02,2.720028e-02,2.618965e-01,2.945253e-03,9.817510e-04,9.817510e-04,0.000000e+00,0.000000e+00,0.000000e+00,8.321783e-02,6.335181e-02,6.525757e-03,3.268653e-02,5.775006e-05,0.000000e+00,6.930007e-04,0.000000e+00,0.000000e+00,1.732502e-04,0.000000e+00,1.155001e-04,8.085008e-04,9.240009e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.197505e-04,4.562255e-03,3.465003e-04,5.775006e-05,0.000000e+00,0.000000e+00,2.887503e-04,0.000000e+00,0.000000e+00,1.155001e-04,0.000000e+00,4.677755e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.465003e-04,0.000000e+00,5.775006e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.617002e-03,0.000000e+00,1.097251e-03,0.000000e+00,7.507508e-04,0.000000e+00,2.310002e-04,1.293601e-02,3.465003e-04,1.732502e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.948256e-03,0.000000e+00,4.620005e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.775006e-04,1.732502e-02,0.000000e+00,6.699007e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.118503e-03,0.000000e+00,0.000000e+00,3.465003e-04,7.842458e-02,0.000000e+00,4.620005e-03,1.472626e-02,0.000000e+00,9.938785e-02,0.000000e+00,1.732502e-04,1.540772e-01,1.790252e-03,0.000000e+00,0.000000e+00,9.817510e-04,0.000000e+00,6.352506e-04,2.367752e-03,8.316008e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.310002e-03,0.000000e+00,1.409101e-02,3.811504e-03,2.887503e-04,1
