Samples,Nitrososphaerales,Woesearchaeales,Acidobacteriales,Bryobacterales,Solibacterales,Subgroup 13,Subgroup 15,Subgroup 2,11-24,Blastocatellales,DS-100,Pyrinomonadales,Holophagales,Subgroup 7,Thermoanaerobaculales,Subgroup 17,Vicinamibacterales,IMCC26256,Microtrichales,Catenulisporales,Corynebacteriales,Frankiales,Glycomycetales,Kineosporiales,Micrococcales,Micromonosporales,Propionibacteriales,Pseudonocardiales,Streptomycetales,Streptosporangiales,Gaiellales,Solirubrobacterales,Fimbriimonadales,Bacteroidales,Bacteroidetes VC2.1 Bac22,Chitinophagales,Cytophagales,Flavobacteriales,Sphingobacteriales,Kapabacteriales,Bacteriovoracales,Bdellovibrionales,0319-6G20,Oligoflexales,Silvanigrellales,Anaerolineales,Caldilineales,SBR1031,Chloroflexales,Kallotenuales,Thermomicrobiales,S085,B12-WMSP1,C0119,Ktedonobacterales,Chloroplast,Obscuribacterales,Vampirovibrionales,Babeliales,Geobacterales,Lineage IV,MVP-88,Fibrobacterales,Alicyclobacillales,Bacillales,Entomoplasmatales,Lactobacillales,Paenibacillales,Staphylococcales,Thermoactinomycetales,Clostridiales,Gracilibacteraceae,Peptostreptococcales-Tissierellales,Desulfitobacteriales,Gemmatimonadales,Longimicrobiales,Myxococcales,Blfdi19,Haliangiales,mle1-27,MSB-4B10,Polyangiales,Nitrospirales,Candidatus Peregrinibacteria,Candidatus Adlerbacteria,Candidatus Liptonbacteria,Candidatus Nomurabacteria,Candidatus Zambryskibacteria,Saccharimonadales,Phycisphaerales,Tepidisphaerales,Isosphaerales,Pirellulales,Planctomycetales,Acetobacterales,Azospirillales,Caulobacterales,Defluviicoccales,Dongiales,Elsterales,Holosporales,Micavibrionales,Micropepsales,Paracaedibacterales,Parvibaculales,Reyranellales,Rhizobiales,Rhodospirillales,Rickettsiales,Sphingomonadales,Tistrellales,Burkholderiales,Coxiellales,Diplorickettsiales,Enterobacterales,Gammaproteobacteria Incertae Sedis,KF-JG30-C25,Legionellales,Pseudomonadales,R7C24,Salinisphaerales,Steroidobacterales,Xanthomonadales,Spirochaetales,Sumerlaeales,Chlamydiales,Chthoniobacterales,Methylacidiphilales,Opitutales,Pedosphaerales,Verrucomicrobiales,Watering_Regm
SRR5225142,0.000000e+00,0.000000e+00,2.696306e-01,7.223821e-03,2.642861e-02,0.000000e+00,1.644447e-03,1.292066e-03,8.809538e-04,2.877782e-03,2.349210e-04,2.936513e-04,0.000000e+00,9.279380e-03,1.996829e-03,4.698420e-04,4.404769e-03,2.936513e-04,1.761908e-04,2.466671e-03,1.057145e-03,8.398426e-03,0.000000e+00,0.000000e+00,8.868268e-03,7.811124e-03,3.465085e-03,2.407940e-03,5.344453e-03,1.350796e-03,3.465085e-03,3.465085e-03,1.409526e-03,0.000000e+00,4.111118e-04,4.968579e-02,3.911435e-02,1.761908e-03,2.971751e-02,2.877782e-03,4.111118e-04,5.050802e-03,1.027779e-02,0.000000e+00,0.000000e+00,5.285723e-04,0.000000e+00,4.346039e-03,4.111118e-04,0.000000e+00,4.698420e-04,0.000000e+00,1.174605e-04,2.055559e-03,1.644447e-02,8.222235e-04,9.396840e-04,5.873025e-05,0.000000e+00,1.292066e-03,5.873025e-04,1.174605e-04,5.873025e-03,0.000000e+00,8.515887e-03,0.000000e+00,0.000000e+00,2.877782e-03,0.000000e+00,0.000000e+00,2.349210e-04,0.000000e+00,0.000000e+00,0.000000e+00,3.406355e-02,1.292066e-03,1.268573e-02,5.873025e-04,3.024608e-02,4.698420e-04,0.000000e+00,2.413813e-02,8.515887e-03,0.000000e+00,7.047630e-04,1.057145e-03,2.877782e-03,5.873025e-04,1.544606e-02,5.873025e-05,3.582545e-03,5.873025e-05,5.873025e-05,0.000000e+00,6.284137e-03,1.761908e-03,1.996829e-03,0.000000e+00,6.401597e-03,1.010160e-02,0.000000e+00,0.000000e+00,2.131908e-02,2.936513e-04,0.000000e+00,5.344453e-03,3.641276e-02,5.579374e-03,1.139367e-02,1.773654e-02,0.000000e+00,5.450167e-02,0.000000e+00,6.460328e-04,3.523815e-04,7.869854e-03,1.233335e-03,0.000000e+00,4.111118e-04,0.000000e+00,5.873025e-05,2.936513e-04,6.401597e-03,0.000000e+00,0.000000e+00,0.000000e+00,9.690492e-03,4.111118e-04,1.292066e-02,8.145886e-02,1.057145e-03,0
SRR5225147,0.000000e+00,0.000000e+00,5.176333e-02,4.371903e-03,5.537744e-03,0.000000e+00,0.000000e+00,1.748761e-04,0.000000e+00,7.694550e-03,0.000000e+00,0.000000e+00,4.080443e-04,3.905567e-03,1.748761e-03,0.000000e+00,3.497523e-04,0.000000e+00,2.331682e-04,2.739726e-03,0.000000e+00,7.577966e-04,0.000000e+00,2.914602e-04,1.515593e-03,4.313611e-03,7.577966e-04,4.663363e-04,4.109589e-02,0.000000e+00,0.000000e+00,1.340717e-03,1.282425e-03,0.000000e+00,1.573885e-03,9.355873e-02,1.651997e-01,1.107549e-02,6.079860e-02,2.331682e-04,1.107549e-03,1.049257e-03,1.632177e-03,0.000000e+00,1.748761e-04,0.000000e+00,5.829204e-05,7.169921e-03,1.807053e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.497523e-03,8.044302e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.829204e-05,4.896532e-03,0.000000e+00,1.632177e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.752842e-03,0.000000e+00,2.564850e-03,0.000000e+00,1.119207e-02,0.000000e+00,8.160886e-04,6.930924e-02,1.165841e-03,4.080443e-04,1.165841e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.690469e-03,0.000000e+00,6.995045e-04,0.000000e+00,0.000000e+00,0.000000e+00,3.497523e-04,1.165841e-04,1.556398e-02,0.000000e+00,3.206062e-03,4.080443e-04,0.000000e+00,4.663363e-04,4.838240e-03,0.000000e+00,0.000000e+00,4.663363e-04,2.990382e-02,1.049257e-03,1.113378e-02,1.958613e-02,0.000000e+00,2.419703e-01,0.000000e+00,8.160886e-04,1.748761e-03,7.636258e-03,2.914602e-04,0.000000e+00,6.120665e-03,0.000000e+00,0.000000e+00,3.439231e-03,9.268435e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.206645e-02,0.000000e+00,1.218304e-02,2.156806e-02,5.770912e-03,0
SRR5225154,1.755926e-04,0.000000e+00,2.513901e-01,3.494293e-02,5.349722e-02,0.000000e+00,1.287679e-03,1.521803e-03,1.170618e-03,1.650571e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.726076e-03,1.404741e-03,0.000000e+00,2.868013e-03,3.511853e-04,0.000000e+00,1.346210e-03,1.053556e-03,1.071115e-02,0.000000e+00,3.511853e-04,6.965174e-03,9.891718e-03,2.868013e-03,3.102136e-03,6.965174e-03,2.516828e-03,6.789582e-03,6.204273e-03,2.868013e-03,0.000000e+00,0.000000e+00,3.388938e-02,1.615452e-02,0.000000e+00,1.691542e-02,1.053556e-03,2.926544e-04,1.755926e-03,2.750951e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.926544e-04,2.926544e-04,0.000000e+00,5.853088e-04,0.000000e+00,5.853088e-05,3.277729e-03,2.522681e-02,1.170618e-03,6.438396e-04,1.755926e-04,1.755926e-04,9.364940e-04,1.755926e-04,0.000000e+00,2.750951e-03,1.463272e-03,4.062043e-02,0.000000e+00,0.000000e+00,3.687445e-03,0.000000e+00,4.097161e-04,2.165642e-03,0.000000e+00,1.755926e-04,0.000000e+00,6.081358e-02,2.926544e-04,9.657594e-03,5.267779e-04,1.281826e-02,0.000000e+00,0.000000e+00,1.030143e-02,9.130817e-03,5.267779e-04,0.000000e+00,1.990050e-03,0.000000e+00,0.000000e+00,1.328651e-02,0.000000e+00,4.623939e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.229148e-02,5.853088e-04,4.038630e-03,0.000000e+00,1.463272e-03,9.891718e-03,2.341235e-04,0.000000e+00,2.142230e-02,3.511853e-04,0.000000e+00,1.638865e-03,3.541118e-02,5.384841e-03,3.219198e-03,5.466784e-02,0.000000e+00,4.735148e-02,0.000000e+00,7.374890e-03,0.000000e+00,9.716125e-03,0.000000e+00,0.000000e+00,8.194323e-04,0.000000e+00,4.097161e-04,1.170618e-03,7.316359e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.165642e-03,4.097161e-04,8.018730e-03,4.910740e-02,0.000000e+00,0
SRR5225155,5.885122e-05,1.765537e-04,1.288253e-01,1.218220e-02,2.083333e-02,0.000000e+00,2.942561e-04,8.827684e-04,2.354049e-04,4.296139e-03,1.765537e-04,0.000000e+00,2.354049e-04,1.824388e-03,5.237759e-03,2.942561e-04,3.766478e-03,1.588983e-03,0.000000e+00,0.000000e+00,2.648305e-03,1.306497e-02,0.000000e+00,3.531073e-04,1.594868e-02,1.041667e-02,1.082863e-02,4.649247e-03,9.945857e-03,1.588983e-03,9.533898e-03,1.135829e-02,1.706685e-03,0.000000e+00,4.119586e-04,4.825800e-02,4.790490e-02,3.648776e-03,4.172552e-02,1.353578e-03,1.118173e-03,2.236347e-03,7.768362e-03,5.885122e-05,0.000000e+00,4.119586e-04,2.354049e-04,2.648305e-03,8.239171e-04,0.000000e+00,1.177024e-03,0.000000e+00,5.885122e-05,3.589925e-03,1.441855e-02,2.648305e-03,4.119586e-04,0.000000e+00,1.765537e-04,4.296139e-03,4.119586e-04,3.531073e-04,5.237759e-03,7.650659e-04,1.618409e-02,0.000000e+00,0.000000e+00,1.647834e-03,0.000000e+00,0.000000e+00,2.412900e-03,0.000000e+00,2.354049e-04,0.000000e+00,3.001412e-02,1.177024e-03,9.416196e-03,0.000000e+00,1.718456e-02,2.354049e-04,0.000000e+00,2.042137e-02,2.766008e-03,4.119586e-04,6.473635e-04,1.530132e-03,1.177024e-04,5.885122e-05,1.730226e-02,4.708098e-04,4.237288e-03,0.000000e+00,4.708098e-04,1.177024e-04,9.063089e-03,2.059793e-03,3.531073e-03,0.000000e+00,5.767420e-03,5.237759e-03,0.000000e+00,0.000000e+00,1.553672e-02,1.765537e-04,0.000000e+00,4.825800e-03,5.337806e-02,3.413371e-03,1.159369e-02,2.701271e-02,0.000000e+00,9.528013e-02,0.000000e+00,1.412429e-03,2.530603e-03,9.887006e-03,2.883710e-03,0.000000e+00,2.824859e-03,0.000000e+00,1.177024e-04,1.471281e-03,9.533898e-03,0.000000e+00,0.000000e+00,6.473635e-04,7.179849e-03,4.119586e-04,4.360876e-02,8.633475e-02,2.118644e-03,0
SRR5225156,0.0000000000,0.0000000000,0.0275601973,0.0034812881,0.0049318248,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0048738033,0.0000000000,0.0000000000,0.0002320859,0.0005802147,0.0019147084,0.0000000000,0.0008703220,0.0002901073,0.0000000000,0.0017986655,0.0000000000,0.0001740644,0.0000000000,0.0006382361,0.0090513490,0.0107919930,0.0011604294,0.0003481288,0.0248912097,0.0000000000,0.0009283435,0.0012764723,0.0006962576,0.0000000000,0.0001740644,0.0580214679,0.0655062373,0.0196112562,0.0540179867,0.0002320859,0.0007542791,0.0013344938,0.0006382361,0.0000000000,0.0004061503,0.0000000000,0.0001160429,0.0026689875,0.0010443864,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0014505367,0.0043516101,0.0003481288,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0022628372,0.0000000000,0.0033072237,0.0000000000,0.0000000000,0.0002320859,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0045836960,0.0002901073,0.0008703220,0.0000000000,0.0064403829,0.0000000000,0.0000000000,0.0326080650,0.0005802147,0.0002901073,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0023788802,0.0000000000,0.0002901073,0.0000000000,0.0000000000,0.0000000000,0.0008123006,0.0004641717,0.0173484189,0.0000000000,0.0052799536,0.0007542791,0.0001160429,0.0005221932,0.0041775457,0.0000000000,0.0000000000,0.0009863650,0.0626631854,0.0012764723,0.0051639106,0.0255294459,0.0000000000,0.3900783290,0.0000000000,0.0003481288,0.0523353641,0.0053379751,0.0001740644,0.0000000000,0.0056280824,0.0000000000,0.0000000000,0.0027850305,0.0137510879,0.0000000000,0.0000000000,0.0000000000,0.0056280824,0.0000000000,0.0189730200,0.0166521613,0.0019147084,0
SRR5225157,1.164483e-04,0.000000e+00,2.029112e-01,5.018923e-02,7.906841e-02,5.822416e-05,6.986900e-04,2.911208e-04,0.000000e+00,1.432314e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.315866e-04,9.315866e-04,0.000000e+00,3.435226e-03,9.315866e-04,0.000000e+00,3.493450e-03,1.397380e-03,2.014556e-02,0.000000e+00,0.000000e+00,5.705968e-03,1.379913e-02,7.103348e-03,4.192140e-03,1.147016e-02,2.270742e-03,1.874818e-02,1.612809e-02,9.315866e-04,0.000000e+00,0.000000e+00,2.264920e-02,8.733624e-04,0.000000e+00,1.007278e-02,2.270742e-03,0.000000e+00,1.164483e-04,7.569141e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.164483e-04,0.000000e+00,3.493450e-04,1.746725e-04,4.075691e-04,5.298399e-03,5.362445e-02,1.455604e-03,0.000000e+00,0.000000e+00,1.746725e-04,0.000000e+00,2.328967e-04,0.000000e+00,8.151383e-04,2.154294e-03,5.834061e-02,0.000000e+00,0.000000e+00,6.754003e-03,0.000000e+00,1.048035e-03,3.144105e-03,0.000000e+00,3.493450e-04,0.000000e+00,3.784571e-02,0.000000e+00,2.096070e-03,0.000000e+00,1.071325e-02,0.000000e+00,0.000000e+00,5.531295e-03,1.164483e-02,0.000000e+00,0.000000e+00,1.339156e-03,0.000000e+00,0.000000e+00,1.694323e-02,0.000000e+00,1.216885e-02,2.911208e-04,5.822416e-05,1.746725e-04,1.705968e-02,0.000000e+00,2.096070e-03,0.000000e+00,2.096070e-03,1.071325e-02,0.000000e+00,0.000000e+00,2.998544e-02,0.000000e+00,0.000000e+00,2.503639e-03,4.459971e-02,3.842795e-03,7.569141e-04,2.404658e-02,0.000000e+00,3.959243e-02,0.000000e+00,9.898108e-04,0.000000e+00,1.909753e-02,2.212518e-03,0.000000e+00,4.075691e-04,0.000000e+00,0.000000e+00,1.048035e-03,7.976710e-03,0.000000e+00,0.000000e+00,0.000000e+00,8.151383e-04,0.000000e+00,1.036390e-02,5.013100e-02,4.075691e-04,1
SRR5225158,5.829544e-04,0.000000e+00,1.587385e-01,3.590999e-02,5.077533e-02,1.748863e-04,1.165909e-04,2.331818e-04,0.000000e+00,1.288329e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.322840e-03,4.896817e-03,5.829544e-05,2.681590e-03,1.573977e-03,2.331818e-04,5.363181e-03,2.273522e-03,1.486534e-02,0.000000e+00,1.165909e-04,1.265011e-02,8.277953e-03,7.986475e-03,1.113443e-02,1.556488e-02,3.089658e-03,1.282500e-02,1.084295e-02,4.372158e-03,0.000000e+00,0.000000e+00,5.812055e-02,1.241693e-02,2.914772e-04,2.244374e-02,2.273522e-03,0.000000e+00,1.282500e-03,2.215227e-03,0.000000e+00,0.000000e+00,5.829544e-05,5.829544e-05,6.995453e-04,6.995453e-04,1.165909e-04,5.829544e-04,0.000000e+00,1.165909e-04,8.511134e-03,3.754226e-02,8.744316e-04,1.165909e-04,0.000000e+00,0.000000e+00,1.165909e-04,3.497726e-04,0.000000e+00,1.340795e-03,6.995453e-04,4.360499e-02,0.000000e+00,0.000000e+00,4.197272e-03,0.000000e+00,3.497726e-04,3.381136e-03,0.000000e+00,2.331818e-04,0.000000e+00,5.106681e-02,0.000000e+00,4.138976e-03,1.165909e-04,1.614784e-02,2.914772e-04,0.000000e+00,1.847965e-02,1.060977e-02,0.000000e+00,0.000000e+00,1.165909e-04,1.165909e-04,0.000000e+00,1.026000e-02,0.000000e+00,5.829544e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.416579e-02,9.910225e-04,5.188294e-03,0.000000e+00,4.080681e-03,8.686021e-03,0.000000e+00,0.000000e+00,2.687420e-02,1.165909e-04,0.000000e+00,2.331818e-03,4.774397e-02,2.156931e-03,1.982045e-03,3.107147e-02,0.000000e+00,4.931794e-02,0.000000e+00,2.798181e-03,0.000000e+00,1.434068e-02,1.923750e-03,0.000000e+00,1.865454e-03,0.000000e+00,0.000000e+00,4.080681e-04,1.294159e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.973068e-03,0.000000e+00,7.869885e-03,5.852862e-02,2.331818e-04,1
SRR5225159,0.000000e+00,0.000000e+00,1.171626e-02,3.190070e-03,6.960153e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.088046e-03,0.000000e+00,0.000000e+00,0.000000e+00,7.540166e-04,2.262050e-03,0.000000e+00,5.800128e-05,0.000000e+00,8.120179e-04,1.276028e-03,4.176092e-03,2.842063e-03,8.120179e-04,1.044023e-03,2.436054e-02,1.032423e-02,2.192448e-02,4.988110e-03,1.306769e-01,3.886085e-03,6.380140e-04,5.336117e-03,1.392031e-03,0.000000e+00,1.160026e-04,1.082884e-01,1.028363e-01,5.046111e-03,5.631924e-02,2.900064e-04,4.640102e-04,7.540166e-04,8.700191e-04,0.000000e+00,2.900064e-04,0.000000e+00,0.000000e+00,1.044023e-03,1.856041e-03,5.800128e-05,0.000000e+00,0.000000e+00,0.000000e+00,2.668059e-03,5.974131e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.624036e-03,0.000000e+00,7.308161e-03,0.000000e+00,1.160026e-04,3.480077e-04,0.000000e+00,5.220115e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.612145e-03,0.000000e+00,5.800128e-04,0.000000e+00,8.178180e-03,0.000000e+00,0.000000e+00,4.640102e-02,1.160026e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.508033e-03,0.000000e+00,9.280204e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.640102e-04,2.499855e-02,1.160026e-04,1.577635e-02,1.160026e-04,1.740038e-04,2.320051e-04,4.234093e-03,5.800128e-05,0.000000e+00,2.900064e-04,1.183226e-01,4.060089e-04,2.320051e-03,5.556522e-02,0.000000e+00,1.098544e-01,0.000000e+00,2.320051e-04,6.264138e-03,4.524100e-03,0.000000e+00,0.000000e+00,1.206427e-02,0.000000e+00,0.000000e+00,2.088046e-03,1.774839e-02,0.000000e+00,0.000000e+00,0.000000e+00,4.408097e-03,0.000000e+00,9.744214e-03,1.299229e-02,6.380140e-04,1
SRR5225160,0.000000e+00,0.000000e+00,2.502351e-01,3.303550e-02,6.542441e-02,5.878204e-05,7.641665e-04,1.763461e-03,1.116859e-03,1.169763e-02,0.000000e+00,5.290383e-04,5.878204e-05,9.169998e-03,3.879614e-03,0.000000e+00,3.820832e-03,7.641665e-04,0.000000e+00,2.174935e-03,2.057371e-03,1.863391e-02,0.000000e+00,1.175641e-04,6.818716e-03,1.257936e-02,6.995062e-03,5.114037e-03,1.005173e-02,2.174935e-03,1.146250e-02,5.878204e-03,1.528333e-03,0.000000e+00,0.000000e+00,2.986127e-02,7.876793e-03,0.000000e+00,9.111216e-03,1.058077e-03,0.000000e+00,8.229485e-04,5.231601e-03,0.000000e+00,0.000000e+00,5.878204e-05,0.000000e+00,6.466024e-04,5.878204e-05,0.000000e+00,5.878204e-04,1.763461e-04,4.702563e-04,3.703268e-03,3.573948e-02,9.992946e-04,2.939102e-04,2.939102e-04,2.351281e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.822243e-03,4.702563e-04,3.509288e-02,0.000000e+00,0.000000e+00,4.878909e-03,0.000000e+00,4.702563e-04,2.703974e-03,0.000000e+00,3.526922e-04,3.526922e-04,6.507171e-02,4.702563e-04,5.290383e-03,5.290383e-04,1.181519e-02,1.175641e-04,0.000000e+00,9.052434e-03,8.876087e-03,0.000000e+00,0.000000e+00,2.939102e-04,2.939102e-04,0.000000e+00,2.939102e-03,0.000000e+00,4.643781e-03,2.351281e-04,0.000000e+00,0.000000e+00,1.592993e-02,4.702563e-04,1.469551e-03,0.000000e+00,1.763461e-03,1.469551e-02,0.000000e+00,1.175641e-04,2.545262e-02,0.000000e+00,0.000000e+00,3.879614e-03,3.809076e-02,3.468140e-03,2.116153e-03,3.885493e-02,0.000000e+00,3.791441e-02,0.000000e+00,1.998589e-03,0.000000e+00,1.381378e-02,8.817305e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.114743e-04,5.878204e-05,4.526217e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.349871e-03,1.175641e-04,6.877498e-03,6.183870e-02,0.000000e+00,0
SRR5225168,0.0000000000,0.0000000000,0.0952631272,0.0111558904,0.0180480112,0.0000000000,0.0000000000,0.0002920390,0.0000000000,0.0043221774,0.0004088546,0.0000000000,0.0002336312,0.0037380994,0.0026283511,0.0002920390,0.0031540214,0.0011681561,0.0004088546,0.0019858653,0.0021026809,0.0088195783,0.0000000000,0.0009929327,0.0149523976,0.0110974826,0.0081186847,0.0050230711,0.0106302202,0.0019274575,0.0097541031,0.0108638514,0.0021610887,0.0001752234,0.0001168156,0.0467846504,0.0522165761,0.0049646633,0.0707902576,0.0007593014,0.0000000000,0.0016938263,0.0014017873,0.0000584078,0.0000000000,0.0000000000,0.0001752234,0.0029787980,0.0005840780,0.0000000000,0.0006424858,0.0003504468,0.0000584078,0.0036796916,0.0090532095,0.0012265639,0.0000000000,0.0000000000,0.0001168156,0.0041469540,0.0001168156,0.0006424858,0.0050814789,0.0007008936,0.0132001635,0.0000000000,0.0001168156,0.0003504468,0.0000000000,0.0002336312,0.0017522341,0.0000000000,0.0000000000,0.0000000000,0.0231294901,0.0000000000,0.0060160037,0.0000000000,0.0141346884,0.0000000000,0.0001752234,0.0463173880,0.0009929327,0.0004088546,0.0000584078,0.0004088546,0.0006424858,0.0001752234,0.0270428129,0.0000000000,0.0021026809,0.0000000000,0.0004088546,0.0000584078,0.0063664506,0.0015770107,0.0181064190,0.0000000000,0.0070089364,0.0025115355,0.0003504468,0.0007008936,0.0179896034,0.0001752234,0.0000000000,0.0032124292,0.0614450091,0.0012265639,0.0115063372,0.0364464692,0.0000000000,0.1490567140,0.0000000000,0.0008761170,0.0013433795,0.0065416740,0.0001168156,0.0000000000,0.0027451668,0.0000000000,0.0000000000,0.0022194965,0.0143683196,0.0000000000,0.0000000000,0.0000000000,0.0051398867,0.0000000000,0.0140762806,0.0583493955,0.0007593014,0
SRR5225169,0.000000e+00,0.000000e+00,3.543261e-02,3.073533e-03,1.333797e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.059383e-03,0.000000e+00,0.000000e+00,4.639295e-04,5.219207e-04,8.698678e-04,0.000000e+00,6.379030e-04,0.000000e+00,8.698678e-04,6.958942e-04,0.000000e+00,1.681744e-03,0.000000e+00,1.275806e-03,8.640687e-03,1.977499e-02,1.507771e-03,1.519369e-02,4.349339e-02,0.000000e+00,1.739736e-03,7.538854e-04,1.275806e-03,5.799119e-05,5.219207e-04,7.562051e-02,1.378450e-01,9.858502e-03,4.987242e-02,0.000000e+00,6.958942e-04,1.159824e-03,2.319647e-04,0.000000e+00,3.015542e-03,0.000000e+00,0.000000e+00,2.261656e-03,1.391788e-03,0.000000e+00,1.159824e-04,0.000000e+00,0.000000e+00,1.797727e-03,4.813268e-03,9.626537e-03,0.000000e+00,0.000000e+00,0.000000e+00,9.858502e-04,0.000000e+00,0.000000e+00,3.015542e-03,0.000000e+00,4.407330e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.189515e-03,0.000000e+00,2.029691e-03,0.000000e+00,1.507771e-02,0.000000e+00,2.899559e-04,1.208536e-01,7.538854e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.813268e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.351891e-02,0.000000e+00,2.783577e-03,0.000000e+00,4.639295e-04,2.319647e-04,4.987242e-03,0.000000e+00,0.000000e+00,5.219207e-04,6.570401e-02,5.799119e-04,1.038042e-02,3.485270e-02,0.000000e+00,1.913709e-01,0.000000e+00,3.479471e-04,2.319647e-03,6.437022e-03,0.000000e+00,0.000000e+00,9.452563e-03,0.000000e+00,0.000000e+00,1.855718e-03,1.600557e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.538854e-04,0.000000e+00,1.264208e-02,7.190907e-03,0.000000e+00,0
SRR5225171,2.335221e-04,0.000000e+00,7.542764e-02,4.600385e-02,5.125810e-02,0.000000e+00,4.086637e-04,1.751416e-04,1.167610e-04,1.628817e-02,1.167610e-04,1.751416e-04,0.000000e+00,3.502831e-04,1.266857e-02,2.919026e-04,4.145017e-03,1.634655e-03,8.757079e-04,1.984938e-03,3.035787e-03,1.879853e-02,3.502831e-04,1.167610e-03,1.675521e-02,2.282678e-02,1.949910e-02,1.045011e-02,2.533715e-02,2.451982e-03,1.675521e-02,1.955748e-02,3.969876e-03,1.751416e-04,2.335221e-04,4.489462e-02,1.225991e-02,6.421858e-04,1.552922e-02,1.401133e-03,5.838052e-04,1.167610e-03,2.919026e-03,0.000000e+00,0.000000e+00,5.838052e-05,6.421858e-04,1.459513e-03,1.109230e-03,2.335221e-04,1.634655e-03,0.000000e+00,5.838052e-05,6.363477e-03,2.504524e-02,8.173273e-04,2.335221e-04,0.000000e+00,1.167610e-04,6.538619e-03,1.751416e-04,1.751416e-04,2.160079e-03,3.094168e-03,7.496059e-02,0.000000e+00,0.000000e+00,6.129955e-03,0.000000e+00,8.757079e-04,4.845584e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.818086e-02,0.000000e+00,8.231654e-03,5.838052e-05,1.634655e-02,3.502831e-04,0.000000e+00,1.459513e-02,9.924689e-03,7.005663e-04,1.751416e-04,0.000000e+00,0.000000e+00,0.000000e+00,9.224123e-03,0.000000e+00,5.721291e-03,0.000000e+00,5.838052e-05,0.000000e+00,1.833148e-02,2.160079e-03,3.969876e-03,0.000000e+00,3.911495e-03,8.348415e-03,5.838052e-05,0.000000e+00,1.640493e-02,0.000000e+00,0.000000e+00,1.751416e-03,6.766303e-02,2.568743e-03,1.868177e-03,3.526184e-02,0.000000e+00,5.709615e-02,0.000000e+00,4.378539e-03,1.751416e-04,8.114893e-03,1.751416e-04,0.000000e+00,8.757079e-04,0.000000e+00,0.000000e+00,1.809796e-03,1.658007e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.269309e-03,0.000000e+00,6.305097e-03,4.512815e-02,5.838052e-04,1
