Samples,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,Watering_Regm
SRR5224647,0.000000e+00,0.000000e+00,2.815764e-02,3.692805e-03,0.000000e+00,0.000000e+00,6.347008e-04,1.038601e-03,3.462005e-04,3.397957e-01,0.000000e+00,2.365703e-03,1.384802e-03,2.063355e-01,0.000000e+00,4.039005e-04,6.347008e-04,1.731002e-04,1.154002e-04,0.000000e+00,0.000000e+00,0.000000e+00,9.232012e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.770008e-04,2.308003e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.500202e-03,6.231608e-03,1.154002e-04,0.000000e+00,0.000000e+00,2.711904e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.038601e-03,1.500202e-02,4.039005e-04,0.000000e+00,5.770008e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.885004e-04,0.000000e+00,0.000000e+00,1.145923e-01,2.443021e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.863712e-02,1
SRR5224648,0.0000000000,0.0000000000,0.0961649532,0.0276654730,0.0006930807,0.0000000000,0.0036964306,0.0117246159,0.0087212660,0.1003234377,0.0005198106,0.0631281044,0.0005198106,0.0654961303,0.0010396211,0.0017327019,0.0019059720,0.0016749451,0.0054868892,0.0004620538,0.0001155135,0.0013861615,0.0096453737,0.0003465404,0.0022525124,0.0000000000,0.0005775673,0.0000000000,0.0003465404,0.0009241077,0.0000000000,0.0000000000,0.0008085942,0.0028300797,0.2244426476,0.0051403489,0.0004620538,0.0000000000,0.0435485734,0.0000000000,0.0010973778,0.0001732702,0.0038697008,0.0171537484,0.0114935890,0.0001732702,0.0002887836,0.0009818644,0.0051403489,0.0001155135,0.0000000000,0.0025990528,0.0003465404,0.0000000000,0.1792191290,0.0607600785,0.0000000000,0.0006353240,0.0004620538,0.0317084440,0
SRR5224652,0.0000000000,0.0000000000,0.1823812004,0.0118654859,0.0002894021,0.0026046189,0.0325866759,0.0007524454,0.0000000000,0.0711350350,0.0000000000,0.0267407536,0.0010418475,0.1245007814,0.0000000000,0.0000000000,0.0000000000,0.0033570643,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0354228165,0.0000000000,0.0000000000,0.0005209238,0.0000000000,0.0000000000,0.0000000000,0.0307923829,0.0000000000,0.0000000000,0.0000000000,0.0015048909,0.0371592290,0.0028361405,0.0000000000,0.0000000000,0.0207211900,0.0000000000,0.0000000000,0.0000000000,0.0103605950,0.0141228222,0.0111130405,0.0000000000,0.0000000000,0.0000000000,0.0067141286,0.0000000000,0.0000000000,0.0003472825,0.0000000000,0.0000000000,0.1653064768,0.1166869248,0.0000000000,0.0000000000,0.0000000000,0.0891358453,1
SRR5224661,0.0000000000,0.0000000000,0.3250636132,0.0330210502,0.0000000000,0.0000000000,0.0026601897,0.0180430257,0.0000000000,0.0296668980,0.0000000000,0.0019083969,0.0000000000,0.1109761740,0.0000000000,0.0000000000,0.0000000000,0.0020240574,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0034119824,0.0000000000,0.0000000000,0.0009252834,0.0000000000,0.0000000000,0.0000000000,0.0052625492,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1025329632,0.0064191534,0.0000000000,0.0000000000,0.0150358547,0.0000000000,0.0008674532,0.0000000000,0.0027180199,0.0512953967,0.0136479297,0.0000000000,0.0003469813,0.0005204719,0.0039324543,0.0000000000,0.0000000000,0.0050890585,0.0000000000,0.0000000000,0.1464839232,0.0794008790,0.0078070784,0.0000000000,0.0000000000,0.0309391626,0
SRR5224670,0.0000000000,0.0000000000,0.0272795432,0.0033450603,0.0000000000,0.0000000000,0.0044985293,0.0006920814,0.0002883673,0.2606840072,0.0000000000,0.0086510179,0.0004613876,0.1389353481,0.0000000000,0.0008074283,0.0000000000,0.0005767345,0.0006344080,0.0000000000,0.0000000000,0.0000000000,0.0084203241,0.0000000000,0.0000000000,0.0009804487,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001153469,0.0000000000,0.0004037142,0.0794740181,0.0000000000,0.0000000000,0.0000000000,0.0070361613,0.0000000000,0.0000000000,0.0000000000,0.0023069381,0.0053636311,0.0044985293,0.0000000000,0.0000000000,0.0000000000,0.0021339178,0.0000000000,0.0000000000,0.0008651018,0.0000000000,0.0000000000,0.1625237903,0.2624718842,0.0000000000,0.0000000000,0.0000000000,0.0165522810,1
SRR5224675,0.0002315619,0.0000000000,0.0561537571,0.0195090888,0.0009841380,0.0000000000,0.0016788237,0.0043996758,0.0042260044,0.1461734399,0.0000000000,0.0373393539,0.0007525761,0.1569989580,0.0004052333,0.0005210142,0.0001736714,0.0070047470,0.0025471807,0.0000000000,0.0000000000,0.0004631238,0.0297557022,0.0003473428,0.0000000000,0.0020261665,0.0002894524,0.0002315619,0.0000000000,0.0026629617,0.0000000000,0.0000000000,0.0000000000,0.0008683571,0.2193469955,0.0128516846,0.0000000000,0.0000000000,0.0149936320,0.0000000000,0.0000000000,0.0000000000,0.0158619891,0.0443441010,0.0053259234,0.0000000000,0.0000000000,0.0000000000,0.0044575663,0.0000000000,0.0000000000,0.0007525761,0.0000000000,0.0000000000,0.1077341670,0.0666898229,0.0003473428,0.0000000000,0.0000000000,0.0315503068,1
SRR5224679,0.0000000000,0.0000000000,0.1217511840,0.0099919141,0.0000000000,0.0000000000,0.0101074275,0.0052558623,0.0000000000,0.1637403257,0.0000000000,0.0306688229,0.0000000000,0.0720803974,0.0003465404,0.0002310269,0.0000000000,0.0006353240,0.0031188633,0.0000000000,0.0000000000,0.0000000000,0.0301490124,0.0006930807,0.0000000000,0.0016171884,0.0000000000,0.0000000000,0.0000000000,0.0025990528,0.0000000000,0.0000000000,0.0000000000,0.0031766201,0.1456624697,0.0059489431,0.0000000000,0.0000000000,0.0128219938,0.0000000000,0.0000000000,0.0000000000,0.0124754534,0.0157098302,0.0042739979,0.0000000000,0.0000000000,0.0000000000,0.0009241077,0.0000000000,0.0000000000,0.0030611066,0.0000000000,0.0000000000,0.2333949405,0.0757768280,0.0000000000,0.0000000000,0.0000000000,0.0337876863,1
SRR5224690,0.0000000000,0.0000000000,0.0004618404,0.0013277912,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0277681561,0.0000000000,0.0000000000,0.0034060732,0.3843089713,0.0000000000,0.0002886503,0.0000000000,0.0020205519,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0375822653,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1750952546,0.3563098949,0.0013855213,0.0000000000,0.0000000000,0.0100450294,0
SRR5224709,0.0010996643,0.0000000000,0.0978701239,0.0118647992,0.0010996643,0.0000000000,0.0026044681,0.0045144114,0.0017363121,0.2260099549,0.0000000000,0.0552147239,0.0005787707,0.0751823128,0.0005208936,0.0003472624,0.0004630166,0.0020256974,0.0020256974,0.0000000000,0.0000000000,0.0005208936,0.0747771733,0.0000000000,0.0020256974,0.0012732955,0.0005208936,0.0000000000,0.0000000000,0.0043407802,0.0000000000,0.0008102790,0.0000000000,0.0023729598,0.0975807385,0.0204884825,0.0002315083,0.0000000000,0.0244820002,0.0000000000,0.0000000000,0.0000000000,0.0064822317,0.0212987614,0.0060192152,0.0000000000,0.0000000000,0.0000000000,0.0012732955,0.0000000000,0.0002315083,0.0076976502,0.0000000000,0.0000000000,0.1380946869,0.0777289038,0.0000000000,0.0000000000,0.0000000000,0.0285912721,1
SRR5224713,0.0000000000,0.0000000000,0.1884971098,0.0310982659,0.0000000000,0.0005780347,0.0113872832,0.0070520231,0.0030635838,0.0478612717,0.0000000000,0.0174566474,0.0032369942,0.2124855491,0.0015606936,0.0000000000,0.0000000000,0.0015028902,0.0000000000,0.0009248555,0.0000000000,0.0000000000,0.0200578035,0.0000000000,0.0000000000,0.0004046243,0.0000000000,0.0000000000,0.0000000000,0.0036994220,0.0000000000,0.0009248555,0.0003468208,0.0013294798,0.0547976879,0.0012138728,0.0000000000,0.0000000000,0.0142196532,0.0000000000,0.0000000000,0.0000000000,0.0065317919,0.0281502890,0.0007514451,0.0000000000,0.0001156069,0.0000000000,0.0220231214,0.0000000000,0.0000000000,0.0032947977,0.0000000000,0.0000000000,0.1621387283,0.0732947977,0.0000000000,0.0000000000,0.0000000000,0.0800000000,0
SRR5224720,0.0000000000,0.0000000000,0.0128286622,0.0021381104,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0009245883,0.1727246461,0.0000000000,0.0000000000,0.0008090147,0.2317249350,0.0000000000,0.0001733603,0.0002889338,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0057786767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0008090147,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0046807281,0.2127130887,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0042184340,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1466628142,0.1844553597,0.0009245883,0.0000000000,0.0000000000,0.0181450448,0
SRR5224722,0.000000e+00,0.000000e+00,8.985457e-02,1.633195e-02,0.000000e+00,3.462604e-04,5.136196e-03,3.058633e-03,1.962142e-03,1.608380e-01,0.000000e+00,1.206140e-02,1.385042e-03,1.576062e-01,1.154201e-04,5.193906e-04,2.885503e-04,5.771006e-04,2.885503e-04,5.193906e-04,0.000000e+00,0.000000e+00,2.689289e-02,0.000000e+00,5.193906e-04,4.616805e-04,5.771006e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.771006e-05,0.000000e+00,8.656510e-04,3.272161e-02,1.673592e-03,0.000000e+00,0.000000e+00,1.517775e-02,0.000000e+00,2.308403e-04,0.000000e+00,2.481533e-03,9.060480e-03,2.885503e-03,0.000000e+00,0.000000e+00,0.000000e+00,6.578947e-03,0.000000e+00,0.000000e+00,2.192982e-03,0.000000e+00,0.000000e+00,2.225300e-01,1.782664e-01,0.000000e+00,0.000000e+00,0.000000e+00,4.645660e-02,1
SRR5224760,0.0000000000,0.0000000000,0.0847899062,0.0695103600,0.0025465910,0.0000000000,0.0032989929,0.0036462554,0.0012732955,0.0409769649,0.0000000000,0.0133117259,0.0013890497,0.2592313925,0.0020835745,0.0041671490,0.0120384304,0.0021414516,0.0000000000,0.0003472624,0.0000000000,0.0000000000,0.0557934946,0.0000000000,0.0000000000,0.0015048038,0.0006945248,0.0000000000,0.0005208936,0.0000000000,0.0000000000,0.0012154185,0.0010996643,0.0017941891,0.1246093298,0.0052089362,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0062507235,0.0300381989,0.0017363121,0.0013311726,0.0000000000,0.0073503878,0.0274916078,0.0000000000,0.0002893853,0.0018520662,0.0000000000,0.0000000000,0.0801018636,0.0806806343,0.0000000000,0.0002315083,0.0000000000,0.0694524829,1
SRR5224772,0.0000000000,0.0002310536,0.1348775416,0.0834103512,0.0018484288,0.0010975046,0.0017329020,0.0031769871,0.0009819778,0.0441890018,0.0000000000,0.0202171904,0.0009242144,0.2024607209,0.0039279113,0.0039856747,0.0073359519,0.0016751386,0.0003465804,0.0000000000,0.0000000000,0.0000000000,0.0573012939,0.0002310536,0.0009242144,0.0039279113,0.0000000000,0.0000577634,0.0004621072,0.0000000000,0.0004043438,0.0009819778,0.0006353974,0.0020794824,0.0908040665,0.0032347505,0.0000000000,0.0000000000,0.0099930684,0.0000000000,0.0000000000,0.0000000000,0.0073937153,0.0359288355,0.0050254159,0.0016173752,0.0000000000,0.0094731978,0.0323475046,0.0000000000,0.0004621072,0.0038701479,0.0000000000,0.0000000000,0.0710489834,0.0635975046,0.0000000000,0.0001732902,0.0000000000,0.0856053604,1
SRR5224774,0.0000000000,0.0000000000,0.0264682034,0.0063129851,0.0000000000,0.0000000000,0.0011583459,0.0015058496,0.0004633384,0.3844549983,0.0000000000,0.0011004286,0.0000000000,0.3256689447,0.0000000000,0.0000000000,0.0000000000,0.0027221128,0.0012162632,0.0000000000,0.0000000000,0.0000000000,0.0316807599,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0009845940,0.0113517896,0.0000000000,0.0000000000,0.0000000000,0.0026641955,0.0000000000,0.0000000000,0.0002316692,0.0003475038,0.0315070080,0.0000000000,0.0000000000,0.0003475038,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0577435422,0.1016448512,0.0000000000,0.0000000000,0.0000000000,0.0104251129,1
SRR5224775,0.0000000000,0.0000000000,0.2560096847,0.0430622010,0.0000000000,0.0000000000,0.0040929267,0.0125093676,0.0014988182,0.0440998444,0.0000000000,0.0091082031,0.0020752868,0.0852596991,0.0002882343,0.0004611748,0.0013835245,0.0000000000,0.0014411714,0.0000000000,0.0000000000,0.0000000000,0.0195422840,0.0008070560,0.0000000000,0.0014411714,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006917623,0.0004611748,0.0034588113,0.0533809881,0.0023635211,0.0000000000,0.0000000000,0.0415633827,0.0000000000,0.0037470456,0.0004035280,0.0084164409,0.0297457774,0.0069752695,0.0000000000,0.0000000000,0.0092234969,0.0131434830,0.0000000000,0.0000000000,0.0034011645,0.0000000000,0.0000000000,0.1265348475,0.0700985761,0.0000000000,0.0000000000,0.0000000000,0.1433100824,0
SRR5224784,0.0000000000,0.0000000000,0.1040272329,0.0170782368,0.0000000000,0.0000000000,0.0036925917,0.0038656820,0.0009808447,0.1170090007,0.0000000000,0.0098084468,0.0009808447,0.1362797138,0.0009231479,0.0010385414,0.0002884837,0.0001730902,0.0017309024,0.0000000000,0.0000000000,0.0000000000,0.0163858758,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001730902,0.0019616894,0.0002884837,0.0008077544,0.0002884837,0.0035195015,0.2013616432,0.0033464113,0.0000000000,0.0000000000,0.0151742442,0.0000000000,0.0000000000,0.0000000000,0.0135587353,0.0236556658,0.0076159705,0.0000000000,0.0000000000,0.0000000000,0.0028271405,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1648972998,0.1041426264,0.0000000000,0.0000000000,0.0000000000,0.0421186245,1
SRR5224787,0.0006356177,0.0000000000,0.2060557032,0.1054547556,0.0064717439,0.0000000000,0.0043337571,0.0158904426,0.0012712354,0.0269848607,0.0000000000,0.0223044031,0.0007511846,0.1327285335,0.0031780885,0.0024846874,0.0116722524,0.0046226742,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0467467930,0.0000000000,0.0011556686,0.0023113371,0.0000000000,0.0000000000,0.0002889171,0.0000000000,0.0000000000,0.0000000000,0.0004044840,0.0012712354,0.0920490003,0.0048538079,0.0000000000,0.0000000000,0.0085519473,0.0000000000,0.0020802034,0.0000000000,0.0153703918,0.0276782619,0.0082052467,0.0000000000,0.0005200508,0.0052582919,0.0078585462,0.0000000000,0.0000000000,0.0046226742,0.0000000000,0.0000000000,0.0935513695,0.0644863053,0.0000000000,0.0000000000,0.0005200508,0.0673754767,0
SRR5224793,0.0000000000,0.0000000000,0.2542451196,0.0137461014,0.0046782950,0.0000000000,0.0053713758,0.0057756729,0.0000000000,0.0570636479,0.0000000000,0.0068730507,0.0006930807,0.0797042855,0.0001732702,0.0013861615,0.0070463209,0.0004620538,0.0011551346,0.0000000000,0.0000000000,0.0000000000,0.0581610258,0.0000000000,0.0002887836,0.0004620538,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0011551346,0.0008085942,0.0036964306,0.0706942359,0.0012128913,0.0000000000,0.0000000000,0.0289361211,0.0000000000,0.0000000000,0.0001155135,0.0101651842,0.0506526510,0.0051403489,0.0009241077,0.0000000000,0.0006353240,0.0042739979,0.0000000000,0.0000000000,0.0022525124,0.0000000000,0.0000000000,0.1513226291,0.0865195795,0.0000000000,0.0000000000,0.0000000000,0.0842093104,0
SRR5224810,0.0012710151,0.0000000000,0.3099543590,0.0058351147,0.0098792536,0.0000000000,0.0037552718,0.0021953897,0.0005777341,0.0909931250,0.0000000000,0.0091281992,0.0000000000,0.0545381016,0.0003466405,0.0008088278,0.0000000000,0.0000000000,0.0006932810,0.0000000000,0.0000000000,0.0000000000,0.0404991623,0.0000000000,0.0007510544,0.0001733202,0.0000000000,0.0000000000,0.0000000000,0.0015598821,0.0003466405,0.0007510544,0.0010399214,0.0042752325,0.0980992547,0.0050262869,0.0000000000,0.0000000000,0.0518227512,0.0000000000,0.0000000000,0.0000000000,0.0051996071,0.0123057369,0.0062973020,0.0010976948,0.0000000000,0.0000000000,0.0121324167,0.0000000000,0.0000000000,0.0035241782,0.0000000000,0.0000000000,0.1501530995,0.0610664972,0.0000000000,0.0000000000,0.0000000000,0.0539025940,0
SRR5224813,0.0000000000,0.0000000000,0.2017665397,0.0253434938,0.0000000000,0.0017896317,0.0065234961,0.0013277912,0.0000000000,0.0534003002,0.0000000000,0.0050225147,0.0009814109,0.2101373975,0.0010968710,0.0000000000,0.0001154601,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0232074818,0.0000000000,0.0000000000,0.0010968710,0.0010968710,0.0000000000,0.0000000000,0.0000000000,0.0005195705,0.0008659508,0.0006350306,0.0000000000,0.0554785821,0.0019628218,0.0000000000,0.0000000000,0.0253434938,0.0000000000,0.0000000000,0.0000000000,0.0024246623,0.0196282185,0.0053688950,0.0000000000,0.0002309202,0.0000000000,0.0129315322,0.0000000000,0.0000000000,0.0013855213,0.0000000000,0.0000000000,0.1409190625,0.0835353885,0.0000000000,0.0000000000,0.0000000000,0.1158642189,1
SRR5224822,2.311337e-04,5.778343e-04,2.559806e-01,4.680458e-02,7.396279e-03,0.000000e+00,2.426904e-03,4.796025e-03,1.733503e-03,4.131515e-02,0.000000e+00,1.190339e-02,2.484687e-03,1.024500e-01,2.600254e-03,3.293655e-03,1.745060e-02,2.889171e-03,0.000000e+00,0.000000e+00,5.778343e-05,3.467006e-04,4.842251e-02,0.000000e+00,1.675719e-03,1.271235e-03,0.000000e+00,0.000000e+00,5.778343e-04,0.000000e+00,1.733503e-04,1.733503e-04,1.791286e-03,1.733503e-03,6.194383e-02,2.137987e-03,0.000000e+00,0.000000e+00,4.391541e-02,9.245348e-04,0.000000e+00,0.000000e+00,5.489426e-03,2.097538e-02,1.490812e-02,1.906853e-03,1.155669e-03,8.378597e-03,1.456142e-02,0.000000e+00,5.200508e-04,6.529527e-03,0.000000e+00,1.733503e-04,1.044147e-01,7.760314e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.390500e-02,0
SRR5224827,0.000000e+00,0.000000e+00,1.616908e-02,5.370445e-03,0.000000e+00,0.000000e+00,2.887336e-04,5.774672e-04,8.662008e-04,2.591095e-01,0.000000e+00,1.154934e-03,0.000000e+00,3.031125e-01,0.000000e+00,0.000000e+00,1.732402e-04,1.559162e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.020962e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.774672e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.905642e-03,4.908471e-03,2.887336e-04,0.000000e+00,0.000000e+00,2.136629e-03,0.000000e+00,0.000000e+00,0.000000e+00,9.816943e-04,2.506208e-02,1.732402e-04,5.774672e-05,1.154934e-03,0.000000e+00,8.662008e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.026794e-02,1.615753e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.008604e-02,1
SRR5224830,0.0000000000,0.0000000000,0.0211643280,0.0043488345,0.0026093007,0.0000000000,0.0026672852,0.0006378291,0.0000000000,0.0147860373,0.0000000000,0.0006378291,0.0002319378,0.2888785805,0.0000000000,0.0037110055,0.0008697669,0.0051606170,0.0018555027,0.0000000000,0.0000000000,0.0000000000,0.0197147165,0.0000000000,0.0000000000,0.0000000000,0.0006378291,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002319378,0.0029572075,0.0000000000,0.0000000000,0.0000000000,0.0007537980,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0112489853,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0017395338,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1668792764,0.4252580308,0.0000000000,0.0000000000,0.0000000000,0.0230198307,0
SRR5224831,0.000000e+00,0.000000e+00,9.915014e-02,1.757530e-02,2.312540e-04,0.000000e+00,1.618778e-03,2.023472e-03,5.781349e-04,9.666416e-02,0.000000e+00,1.150489e-02,0.000000e+00,2.137943e-01,0.000000e+00,1.792218e-03,1.734405e-04,4.046945e-04,7.515754e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.879112e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.046945e-04,5.781349e-05,7.515754e-04,0.000000e+00,5.318841e-03,6.671677e-02,8.672024e-04,0.000000e+00,0.000000e+00,1.838469e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.092675e-02,2.353009e-02,7.689195e-03,4.046945e-04,0.000000e+00,8.093889e-04,1.023299e-02,0.000000e+00,0.000000e+00,5.203214e-04,0.000000e+00,0.000000e+00,1.725733e-01,1.377696e-01,0.000000e+00,0.000000e+00,0.000000e+00,6.798867e-02,1
SRR5224833,0.0000000000,0.0000000000,0.0201365583,0.0103575975,0.0015044555,0.0000000000,0.0022566833,0.0013887282,0.0002893184,0.3608957297,0.0000000000,0.0022566833,0.0010994098,0.2053003125,0.0000000000,0.0011572735,0.0000000000,0.0012730008,0.0039347298,0.0000000000,0.0000000000,0.0000000000,0.0507464414,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001157273,0.0000000000,0.0001157273,0.0005207731,0.0118041893,0.0000000000,0.0000000000,0.0000000000,0.0022566833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0097210971,0.0009258188,0.0000000000,0.0000000000,0.0003471820,0.0046290939,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0878949196,0.1872468464,0.0000000000,0.0000000000,0.0000000000,0.0318250203,1
SRR5224834,0.000000e+00,1.155001e-04,1.582929e-01,2.789328e-02,9.240009e-04,2.887503e-04,1.674752e-03,1.732502e-03,1.674752e-03,6.519982e-02,0.000000e+00,1.386001e-02,3.465003e-04,1.498036e-01,9.240009e-04,2.656503e-03,1.963502e-03,0.000000e+00,1.155001e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.972164e-01,0.000000e+00,9.240009e-04,1.732502e-03,5.775006e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.620005e-04,1.501502e-03,3.234003e-03,7.761608e-02,2.714253e-03,0.000000e+00,0.000000e+00,3.078078e-02,0.000000e+00,2.887503e-04,0.000000e+00,4.677755e-03,2.344652e-02,3.811504e-03,3.465003e-04,0.000000e+00,2.887503e-04,5.024255e-03,0.000000e+00,0.000000e+00,9.817510e-03,0.000000e+00,0.000000e+00,9.228459e-02,6.450681e-02,0.000000e+00,0.000000e+00,2.310002e-04,5.157080e-02,0
SRR5224836,0.0000000000,0.0000000000,0.0254325862,0.0027871327,0.0007548484,0.0000000000,0.0018580885,0.0000000000,0.0000000000,0.0652653583,0.0000000000,0.0006387179,0.0008709790,0.3049007084,0.0000000000,0.0011613053,0.0012193706,0.0025548717,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0396005110,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0024387411,0.0016258274,0.0000000000,0.0000000000,0.0000000000,0.0015096969,0.0000000000,0.0000000000,0.0000000000,0.0019742190,0.0797816746,0.0000000000,0.0000000000,0.0009871095,0.0000000000,0.0027871327,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1586343050,0.2838810823,0.0002322611,0.0000000000,0.0000000000,0.0191034723,0
SRR5224840,0.0000000000,0.0000000000,0.2104958630,0.0168952150,0.0013307875,0.0000000000,0.0042816641,0.0030087369,0.0001735810,0.0735983336,0.0000000000,0.0152172655,0.0013886478,0.0973210669,0.0023144130,0.0017358098,0.0051495689,0.0011572065,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0681594631,0.0006364636,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0009257652,0.0013886478,0.0035873402,0.0870219291,0.0017936701,0.0000000000,0.0000000000,0.0436266852,0.0000000000,0.0008100446,0.0000000000,0.0174159579,0.0333275473,0.0071168200,0.0008100446,0.0038766418,0.0022565527,0.0124978302,0.0000000000,0.0000000000,0.0016779494,0.0000000000,0.0000000000,0.1465602037,0.0895677834,0.0000000000,0.0000000000,0.0000000000,0.0428745010,0
SRR5224850,0.0000000000,0.0000000000,0.1221779548,0.0244817830,0.0004041804,0.0000000000,0.0040418038,0.0043882441,0.0001732202,0.1695247994,0.0000000000,0.0146659738,0.0027137826,0.1547433455,0.0000000000,0.0006351406,0.0002887003,0.0006928807,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0651885213,0.0000000000,0.0000000000,0.0000000000,0.0006928807,0.0000000000,0.0000000000,0.0052543449,0.0000000000,0.0006928807,0.0000000000,0.0027715226,0.0668052428,0.0035798834,0.0000000000,0.0000000000,0.0151856343,0.0000000000,0.0000000000,0.0000000000,0.0019631618,0.0215370402,0.0042150240,0.0000000000,0.0000000000,0.0000000000,0.0087764882,0.0000000000,0.0000000000,0.0013857613,0.0000000000,0.0000000000,0.1227553554,0.1053755991,0.0000000000,0.0000000000,0.0000000000,0.0748888504,1
SRR5224853,0.0000000000,0.0000000000,0.2507947517,0.0277440610,0.0024854055,0.0000000000,0.0038726085,0.0064736142,0.0000000000,0.0157794347,0.0000000000,0.0025432056,0.0035836079,0.1296456852,0.0022542050,0.0005202011,0.0021386047,0.0005780013,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0126582278,0.0000000000,0.0000000000,0.0008092018,0.0000000000,0.0000000000,0.0004624010,0.0000000000,0.0000000000,0.0000000000,0.0012716028,0.0029478065,0.0421940928,0.0000000000,0.0000000000,0.0000000000,0.0368764811,0.0000000000,0.0009826022,0.0000000000,0.0046818103,0.0289000636,0.0077452170,0.0005202011,0.0000000000,0.0021964048,0.0107508237,0.0000000000,0.0000000000,0.0005780013,0.0000000000,0.0000000000,0.1774463904,0.1679671695,0.0000000000,0.0000000000,0.0000000000,0.0525981157,0
