Samples,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,Watering_Regm
SRR5224884,0.000000e+00,5.883045e-05,1.398988e-01,4.506413e-02,5.147664e-02,0.000000e+00,1.176609e-04,1.764914e-04,1.176609e-04,5.530062e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.647488e-03,4.529945e-03,0.000000e+00,2.117896e-03,8.236263e-04,0.000000e+00,6.236028e-03,4.294623e-03,1.847276e-02,0.000000e+00,5.883045e-05,8.118602e-03,5.118249e-03,4.176962e-03,3.353336e-03,1.635487e-02,8.236263e-03,2.106130e-02,1.582539e-02,1.176609e-03,0.000000e+00,0.000000e+00,5.312390e-02,7.118485e-03,0.000000e+00,2.676786e-02,2.059066e-03,0.000000e+00,8.824568e-04,2.000235e-03,1.764914e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.118132e-04,0.000000e+00,7.647959e-04,8.530415e-03,4.518179e-02,2.117896e-03,5.294741e-04,0.000000e+00,0.000000e+00,1.706083e-03,0.000000e+00,0.000000e+00,2.000235e-03,1.941405e-03,4.541711e-02,0.000000e+00,0.000000e+00,4.412284e-03,0.000000e+00,3.529827e-04,9.059889e-03,0.000000e+00,0.000000e+00,2.941523e-04,2.929756e-02,0.000000e+00,3.000353e-03,0.000000e+00,7.353806e-03,1.176609e-04,0.000000e+00,7.824450e-03,7.942111e-03,0.000000e+00,0.000000e+00,7.059654e-04,0.000000e+00,0.000000e+00,4.353453e-03,0.000000e+00,4.235792e-03,3.529827e-04,0.000000e+00,1.176609e-04,1.282504e-02,5.294741e-04,3.941640e-03,0.000000e+00,6.765502e-03,7.647959e-03,0.000000e+00,0.000000e+00,5.100600e-02,3.529827e-04,0.000000e+00,2.823862e-03,5.794799e-02,3.235675e-03,2.529709e-03,3.288622e-02,0.000000e+00,4.677021e-02,0.000000e+00,3.647488e-03,2.470879e-03,9.648194e-03,1.294270e-03,0.000000e+00,1.176609e-04,0.000000e+00,0.000000e+00,2.353218e-04,3.347453e-02,0.000000e+00,0.000000e+00,0.000000e+00,4.000471e-03,0.000000e+00,6.412519e-03,6.283092e-02,4.118132e-04,1
SRR5224885,0.000000e+00,0.000000e+00,7.757970e-02,2.735033e-02,3.635097e-02,5.806864e-05,1.742059e-04,3.484118e-04,0.000000e+00,8.884501e-03,1.161373e-04,0.000000e+00,0.000000e+00,9.871668e-04,3.948667e-03,6.387550e-04,1.625922e-03,1.045235e-03,6.387550e-04,1.393647e-03,3.367981e-03,1.010394e-02,1.474943e-02,5.226177e-04,1.335579e-02,1.730445e-02,1.864003e-02,6.619825e-03,4.401603e-02,7.258580e-03,1.143952e-02,1.649149e-02,2.613089e-03,1.625922e-03,0.000000e+00,4.558388e-02,4.448058e-02,3.484118e-04,2.404042e-02,8.710296e-04,4.645491e-04,5.226177e-04,5.226177e-04,0.000000e+00,0.000000e+00,2.322745e-04,4.064805e-04,1.625922e-03,6.387550e-04,0.000000e+00,3.484118e-04,2.903432e-04,0.000000e+00,2.671157e-03,6.137855e-02,1.219441e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.341386e-02,0.000000e+00,5.806864e-05,2.613089e-03,3.205389e-02,5.214564e-02,0.000000e+00,1.161373e-04,1.451716e-03,1.742059e-04,3.832530e-03,1.840776e-02,0.000000e+00,0.000000e+00,1.161373e-04,2.700192e-02,0.000000e+00,5.574589e-03,0.000000e+00,7.200511e-03,0.000000e+00,2.903432e-04,1.533012e-02,6.097207e-03,1.161373e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.484118e-03,0.000000e+00,2.090471e-03,0.000000e+00,0.000000e+00,0.000000e+00,8.303815e-03,3.542187e-03,7.316648e-03,0.000000e+00,9.639394e-03,4.761628e-03,0.000000e+00,0.000000e+00,2.322745e-02,1.161373e-04,0.000000e+00,2.032402e-03,7.154056e-02,1.393647e-03,1.161373e-03,3.547994e-02,0.000000e+00,5.975263e-02,0.000000e+00,1.625922e-03,1.161373e-03,5.574589e-03,1.161373e-04,0.000000e+00,7.142442e-03,0.000000e+00,1.742059e-04,1.451716e-03,1.045235e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.903432e-03,0.000000e+00,6.097207e-03,2.827943e-02,2.903432e-04,1
SRR5224887,0.000000e+00,0.000000e+00,8.867366e-02,3.253494e-02,2.667749e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.871542e-03,0.000000e+00,0.000000e+00,0.000000e+00,6.321406e-03,5.509482e-03,0.000000e+00,1.391869e-03,1.449864e-03,5.799455e-05,7.887259e-03,4.871542e-03,1.797831e-02,0.000000e+00,0.000000e+00,1.299078e-02,7.771270e-03,1.449864e-02,4.465580e-03,2.244389e-02,3.253494e-02,2.012411e-02,1.751435e-02,1.739836e-04,0.000000e+00,0.000000e+00,1.036943e-01,1.252682e-02,2.319782e-04,9.453111e-03,5.219509e-04,1.159891e-04,2.899727e-04,6.379400e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.639564e-04,4.639564e-04,2.899727e-04,1.078699e-02,5.381894e-02,1.971815e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.391869e-03,0.000000e+00,0.000000e+00,2.145798e-03,5.799455e-04,8.971757e-02,0.000000e+00,0.000000e+00,6.959346e-03,0.000000e+00,9.859073e-04,3.769646e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.876530e-02,0.000000e+00,4.581569e-03,1.159891e-04,5.335498e-03,0.000000e+00,0.000000e+00,6.321406e-03,8.699182e-03,0.000000e+00,0.000000e+00,5.799455e-05,0.000000e+00,0.000000e+00,2.203793e-03,0.000000e+00,4.581569e-03,6.959346e-04,0.000000e+00,3.479673e-04,7.191324e-03,3.479673e-04,2.725744e-03,0.000000e+00,5.973438e-03,4.407586e-03,0.000000e+00,5.799455e-05,2.540161e-02,5.799455e-04,0.000000e+00,2.377776e-03,6.321406e-02,6.379400e-04,1.217886e-03,4.633764e-02,0.000000e+00,6.379400e-02,0.000000e+00,2.319782e-04,0.000000e+00,7.365308e-03,4.059618e-04,5.799455e-05,4.059618e-04,0.000000e+00,0.000000e+00,6.785362e-03,2.290785e-02,0.000000e+00,0.000000e+00,0.000000e+00,9.685090e-03,0.000000e+00,3.247695e-03,3.137505e-02,0.000000e+00,1
SRR5224894,0.0000000000,0.0000000000,0.1776791968,0.0451786131,0.0597128181,0.0004669624,0.0000583703,0.0005253327,0.0000000000,0.0092808779,0.0000000000,0.0000000000,0.0000000000,0.0049614756,0.0012257763,0.0000000000,0.0019262199,0.0011674060,0.0000000000,0.0442446883,0.0035022181,0.0193789400,0.0039691805,0.0002334812,0.0077632501,0.0061872519,0.0251575998,0.0066542143,0.0843450852,0.0116156899,0.0210133084,0.0098062106,0.0014008872,0.0000000000,0.0000000000,0.0388746206,0.0093976185,0.0000000000,0.0350805510,0.0026850339,0.0000000000,0.0007004436,0.0005253327,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001167406,0.0000000000,0.0000000000,0.0008755545,0.0002918515,0.0002334812,0.0039691805,0.0228227878,0.0005837030,0.0004085921,0.0001167406,0.0004669624,0.0012841466,0.0000583703,0.0000000000,0.0005837030,0.0000000000,0.0211884193,0.0000000000,0.0000000000,0.0015759981,0.0000000000,0.0004085921,0.0021013308,0.0000000000,0.0000000000,0.0000000000,0.0226476769,0.0000000000,0.0018094793,0.0001751109,0.0055451786,0.0000000000,0.0000000000,0.0068293252,0.0065958440,0.0000000000,0.0000000000,0.0003502218,0.0000000000,0.0000000000,0.0084053234,0.0000000000,0.0036773290,0.0001751109,0.0000000000,0.0000000000,0.0081134719,0.0011090357,0.0019262199,0.0000000000,0.0033854775,0.0065958440,0.0000000000,0.0001167406,0.0362479570,0.0000000000,0.0001751109,0.0049031053,0.0408592108,0.0033271072,0.0025099230,0.0187952370,0.0000000000,0.0510740135,0.0000000000,0.0037940696,0.0000000000,0.0084636937,0.0010506654,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001167406,0.0186201261,0.0000000000,0.0000583703,0.0000000000,0.0019262199,0.0000000000,0.0060705113,0.0327457390,0.0000000000,1
SRR5224896,0.0026917900,0.0000000000,0.1543097899,0.0418397800,0.0396161273,0.0000000000,0.0007607233,0.0000000000,0.0013458950,0.0224120779,0.0000000000,0.0000000000,0.0000000000,0.0160922231,0.0031599274,0.0004096202,0.0025162385,0.0000000000,0.0000000000,0.0007022061,0.0042717538,0.0104745743,0.0000000000,0.0000000000,0.0070220610,0.0122886067,0.0029258587,0.0018140324,0.0153314998,0.0009947920,0.0126982269,0.0134004330,0.0012288607,0.0000000000,0.0000000000,0.0510269764,0.0305459652,0.0000000000,0.0102405056,0.0012288607,0.0000000000,0.0001755515,0.0028673416,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0022236526,0.0000000000,0.0001755515,0.0000000000,0.0000000000,0.0001170343,0.0070805781,0.0915793785,0.0026917900,0.0000000000,0.0002340687,0.0007022061,0.0000000000,0.0000000000,0.0000000000,0.0007607233,0.0058517175,0.0841476973,0.0000000000,0.0000000000,0.0101234712,0.0000000000,0.0007022061,0.0126982269,0.0000000000,0.0000000000,0.0000000000,0.0344080988,0.0000000000,0.0190765990,0.0000000000,0.0084264732,0.0000000000,0.0000000000,0.0101234712,0.0075487155,0.0000000000,0.0000000000,0.0007607233,0.0000000000,0.0000000000,0.0132248815,0.0000000000,0.0047398912,0.0000000000,0.0000000000,0.0000000000,0.0066709579,0.0000000000,0.0029258587,0.0000000000,0.0033354790,0.0049739599,0.0000000000,0.0002340687,0.0153900170,0.0000000000,0.0000000000,0.0008192404,0.0341740301,0.0013458950,0.0056761660,0.0293756217,0.0000000000,0.0390894728,0.0000000000,0.0054420973,0.0003511030,0.0049739599,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0007022061,0.0059102347,0.0000000000,0.0000000000,0.0000000000,0.0024577213,0.0000000000,0.0112938147,0.0430686406,0.0000000000,0
SRR5224915,0.000000e+00,0.000000e+00,2.198137e-01,1.107270e-02,1.956764e-02,0.000000e+00,2.929287e-04,7.030289e-04,3.515144e-04,2.513328e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.167672e-03,1.816158e-03,4.101002e-04,4.686859e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.226258e-03,8.787861e-04,0.000000e+00,0.000000e+00,1.066260e-02,3.983830e-03,4.101002e-03,8.787861e-04,2.167672e-03,1.230301e-03,1.581815e-03,2.460601e-03,3.280801e-03,0.000000e+00,4.101002e-04,1.310563e-01,6.520593e-02,1.523229e-03,5.360595e-02,1.991915e-03,0.000000e+00,2.460601e-03,1.523229e-03,0.000000e+00,0.000000e+00,1.757572e-04,0.000000e+00,4.101002e-04,3.515144e-04,0.000000e+00,1.171715e-04,4.101002e-04,0.000000e+00,1.406058e-03,5.741403e-03,1.757572e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.101002e-04,0.000000e+00,4.101002e-04,2.050501e-03,0.000000e+00,9.432304e-03,0.000000e+00,0.000000e+00,1.054543e-03,0.000000e+00,2.343430e-04,2.929287e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.109087e-02,5.858574e-05,6.737360e-03,0.000000e+00,9.080790e-03,0.000000e+00,0.000000e+00,1.470502e-02,9.959576e-03,0.000000e+00,0.000000e+00,1.933329e-03,2.343430e-04,0.000000e+00,5.331302e-03,0.000000e+00,2.050501e-03,0.000000e+00,0.000000e+00,0.000000e+00,9.959576e-04,1.991915e-03,5.272717e-03,0.000000e+00,9.549476e-03,3.163630e-03,0.000000e+00,5.858574e-04,1.904037e-02,2.343430e-04,0.000000e+00,2.753530e-03,6.655340e-02,2.636358e-03,4.628273e-03,3.802215e-02,0.000000e+00,5.501201e-02,1.171715e-04,2.343430e-03,2.109087e-03,7.674732e-03,3.046458e-03,0.000000e+00,2.132521e-02,1.230301e-03,0.000000e+00,7.323218e-03,1.687269e-02,9.373718e-04,0.000000e+00,8.202004e-04,5.155545e-03,0.000000e+00,1.605249e-02,3.122620e-02,2.226258e-03,0
SRR5224923,0.0000000000,0.0000000000,0.0099763566,0.0017300040,0.0015570036,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006343348,0.0000000000,0.0000000000,0.0000000000,0.0001730004,0.0007496684,0.0000000000,0.0000000000,0.0000576668,0.0004613344,0.0038636757,0.0036330085,0.0012686696,0.0043250101,0.0004613344,0.0299867366,0.0068046825,0.0120523615,0.0893258751,0.2818176576,0.0055936797,0.0000000000,0.0017876708,0.0006920016,0.0000000000,0.0001153336,0.0529957903,0.0635488149,0.0039213425,0.0374257540,0.0000000000,0.0001153336,0.0005766680,0.0000000000,0.0000000000,0.0001153336,0.0000000000,0.0000000000,0.0009803356,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010380024,0.0049593449,0.0028833401,0.0000000000,0.0001153336,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015570036,0.0000000000,0.0018453376,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003460008,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019030044,0.0000000000,0.0008650020,0.0000000000,0.0054783461,0.0000000000,0.0000000000,0.0390980912,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0011533360,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001730004,0.0004613344,0.0099763566,0.0000000000,0.0099186898,0.0000000000,0.0000000000,0.0002306672,0.0050746785,0.0000000000,0.0000000000,0.0008650020,0.0730638371,0.0004613344,0.0036330085,0.0256617265,0.0000000000,0.1269246295,0.0000000000,0.0003460008,0.0069200161,0.0038636757,0.0000000000,0.0000000000,0.0039213425,0.0000000000,0.0001730004,0.0087653538,0.0285450666,0.0000000000,0.0000000000,0.0000000000,0.0010956692,0.0000000000,0.0057090133,0.0059973473,0.0002306672,1
SRR5224926,0.000000e+00,0.000000e+00,2.141414e-02,3.059163e-03,4.040404e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.193362e-03,0.000000e+00,0.000000e+00,0.000000e+00,6.349206e-04,2.020202e-03,0.000000e+00,1.154401e-04,0.000000e+00,8.080808e-04,1.235209e-02,2.135642e-03,1.616162e-03,9.812410e-03,0.000000e+00,1.154401e-02,3.116883e-03,3.544012e-02,4.565657e-02,1.334488e-01,2.989899e-02,5.772006e-05,1.789322e-03,6.926407e-04,0.000000e+00,5.772006e-05,2.256277e-01,4.848485e-02,2.539683e-03,4.346320e-02,0.000000e+00,0.000000e+00,6.926407e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.617605e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.926407e-04,6.349206e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.135642e-03,0.000000e+00,0.000000e+00,0.000000e+00,4.040404e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.943723e-03,0.000000e+00,1.154401e-03,0.000000e+00,4.040404e-03,0.000000e+00,0.000000e+00,4.155844e-03,5.772006e-05,0.000000e+00,0.000000e+00,1.154401e-04,0.000000e+00,0.000000e+00,8.658009e-04,0.000000e+00,8.658009e-04,0.000000e+00,0.000000e+00,1.154401e-04,2.886003e-04,1.616162e-03,4.213564e-03,0.000000e+00,5.829726e-03,2.308802e-04,0.000000e+00,0.000000e+00,5.887446e-03,0.000000e+00,0.000000e+00,1.443001e-03,1.059740e-01,4.617605e-04,1.038961e-03,3.538240e-02,0.000000e+00,1.046465e-01,0.000000e+00,4.040404e-04,4.675325e-03,1.350649e-02,0.000000e+00,0.000000e+00,5.367965e-03,0.000000e+00,0.000000e+00,7.503608e-04,3.145743e-02,3.463203e-04,0.000000e+00,0.000000e+00,3.347763e-03,0.000000e+00,3.232323e-03,5.598846e-03,8.658009e-04,0
SRR5224927,2.913583e-04,0.000000e+00,8.286230e-02,4.754968e-02,5.291067e-02,1.748150e-04,5.827166e-05,2.330866e-04,0.000000e+00,5.069635e-03,0.000000e+00,0.000000e+00,0.000000e+00,7.575316e-04,1.264495e-02,0.000000e+00,1.398520e-03,5.827166e-04,3.496300e-04,1.573335e-03,3.496300e-03,2.074471e-02,0.000000e+00,7.575316e-04,2.855311e-02,8.624206e-03,1.276149e-02,6.468155e-03,1.381038e-02,5.244450e-03,1.643261e-02,1.893829e-02,9.323466e-04,0.000000e+00,0.000000e+00,4.999709e-02,4.428646e-03,0.000000e+00,3.904201e-03,5.244450e-04,0.000000e+00,6.409883e-04,1.107162e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.496300e-04,0.000000e+00,4.661733e-04,1.748150e-04,2.330866e-04,9.673096e-03,1.567508e-02,1.048890e-03,0.000000e+00,0.000000e+00,5.827166e-05,1.054717e-02,0.000000e+00,0.000000e+00,3.146670e-03,2.097780e-03,1.612377e-01,0.000000e+00,0.000000e+00,1.398520e-02,1.748150e-04,6.409883e-04,1.841385e-02,1.748150e-04,2.913583e-04,1.748150e-04,3.175806e-02,0.000000e+00,1.107162e-02,1.748150e-04,1.171260e-02,2.913583e-04,0.000000e+00,1.328594e-02,6.992599e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.748150e-04,0.000000e+00,1.806422e-03,2.330866e-04,0.000000e+00,0.000000e+00,1.987064e-02,2.097780e-03,4.428646e-03,0.000000e+00,2.039508e-03,6.468155e-03,4.079016e-04,0.000000e+00,9.090379e-03,0.000000e+00,0.000000e+00,1.631607e-03,6.036944e-02,9.323466e-04,9.323466e-04,5.728104e-02,0.000000e+00,6.159315e-02,0.000000e+00,1.398520e-03,2.855311e-03,3.438028e-03,1.165433e-04,0.000000e+00,3.496300e-04,0.000000e+00,0.000000e+00,2.330866e-04,2.156052e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.156052e-03,0.000000e+00,1.223705e-03,1.963755e-02,0.000000e+00,1
SRR5224928,0.000000e+00,0.000000e+00,6.256880e-02,2.618620e-02,3.151613e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.692660e-03,0.000000e+00,0.000000e+00,0.000000e+00,8.110770e-04,3.360176e-03,0.000000e+00,1.853890e-03,1.158681e-04,2.896704e-04,3.244308e-03,1.911824e-03,6.083077e-03,0.000000e+00,2.317363e-04,1.674295e-02,3.070506e-03,1.645328e-02,1.118128e-02,5.625398e-02,1.037020e-02,7.763166e-03,9.848792e-03,1.274550e-03,0.000000e+00,0.000000e+00,1.078153e-01,4.402989e-02,2.317363e-04,2.039279e-02,1.274550e-03,2.317363e-04,1.738022e-04,1.100747e-03,1.158681e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.317363e-04,0.000000e+00,0.000000e+00,6.083077e-03,2.155147e-02,9.269451e-04,0.000000e+00,0.000000e+00,5.793407e-05,1.274550e-03,0.000000e+00,0.000000e+00,9.848792e-04,5.214066e-04,7.560396e-02,0.000000e+00,2.317363e-04,6.488616e-03,0.000000e+00,8.110770e-04,2.549099e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.068246e-02,0.000000e+00,6.836220e-03,1.158681e-04,8.400440e-03,0.000000e+00,0.000000e+00,1.836510e-02,4.113319e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.549099e-03,0.000000e+00,9.848792e-04,0.000000e+00,0.000000e+00,0.000000e+00,8.805979e-03,1.216615e-03,7.705231e-03,3.476044e-04,1.193442e-02,3.533978e-03,2.317363e-04,1.158681e-04,2.653380e-02,1.158681e-04,0.000000e+00,4.171253e-03,7.954348e-02,9.269451e-04,9.848792e-04,3.232721e-02,0.000000e+00,8.064423e-02,0.000000e+00,7.531429e-04,6.778286e-03,5.909275e-03,6.952089e-04,0.000000e+00,3.244308e-03,0.000000e+00,0.000000e+00,2.722901e-03,4.345055e-02,2.896704e-04,0.000000e+00,0.000000e+00,5.503737e-03,0.000000e+00,7.994902e-03,3.232721e-02,6.372748e-04,1
SRR5224931,0.000000000,0.000000000,0.094468975,0.021729026,0.047118290,0.000000000,0.000116198,0.000522891,0.000000000,0.018591680,0.000000000,0.000058099,0.000000000,0.001045782,0.005635603,0.000000000,0.005228910,0.000813386,0.001161980,0.002323960,0.001161980,0.009528236,0.000000000,0.001452475,0.039042528,0.014059958,0.009876830,0.004299326,0.013304671,0.001801069,0.011677899,0.012200790,0.001917267,0.000000000,0.000000000,0.061991634,0.026144550,0.001278178,0.049907042,0.001452475,0.000000000,0.000755287,0.000058099,0.000000000,0.000000000,0.000000000,0.000000000,0.000290495,0.000755287,0.000000000,0.000639089,0.000116198,0.000058099,0.006913781,0.011852196,0.000348594,0.000000000,0.000000000,0.000580990,0.001510574,0.000058099,0.000464792,0.001859168,0.004008831,0.034801301,0.000000000,0.000000000,0.002788752,0.000000000,0.000000000,0.001220079,0.000000000,0.000000000,0.000000000,0.035440390,0.000000000,0.004357425,0.000000000,0.011096909,0.000000000,0.000000000,0.032244945,0.005345108,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.011271206,0.000000000,0.004764118,0.000000000,0.000174297,0.000000000,0.007262375,0.001220079,0.013362770,0.000000000,0.004183128,0.003195445,0.000000000,0.000000000,0.027480827,0.000000000,0.000000000,0.001975366,0.069834999,0.000406693,0.001742970,0.072739949,0.000000000,0.071519870,0.000000000,0.002207762,0.000522891,0.005867999,0.000232396,0.000000000,0.000232396,0.000000000,0.000000000,0.001278178,0.020334650,0.000000000,0.000174297,0.000000000,0.007378573,0.000000000,0.007204276,0.044097142,0.001859168,0
SRR5224934,0.0000000000,0.0000000000,0.0650505755,0.0332519474,0.0405766771,0.0000000000,0.0001743983,0.0004069294,0.0000000000,0.0125566795,0.0000000000,0.0000000000,0.0000000000,0.0006394605,0.0077897919,0.0000000000,0.0044180909,0.0008138589,0.0009301244,0.0026741077,0.0020346471,0.0119172189,0.0000000000,0.0011626555,0.0361585862,0.0084873852,0.0174398326,0.0058714103,0.0505755145,0.0024415766,0.0139518661,0.0173816998,0.0015695849,0.0000000000,0.0000000000,0.0465062202,0.0134868039,0.0000000000,0.0323218230,0.0009882572,0.0001162656,0.0000000000,0.0003487967,0.0000000000,0.0000000000,0.0000000000,0.0001743983,0.0000000000,0.0006975933,0.0000000000,0.0015114522,0.0000000000,0.0000000000,0.0076153936,0.0105801651,0.0006394605,0.0000000000,0.0000000000,0.0000000000,0.0003487967,0.0000000000,0.0002325311,0.0005813278,0.0041274270,0.0572026509,0.0002906639,0.0000000000,0.0033717010,0.0002906639,0.0005231950,0.0011045227,0.0000000000,0.0000000000,0.0000000000,0.0267992094,0.0000000000,0.0068015347,0.0001743983,0.0051156842,0.0000000000,0.0000000000,0.0069759330,0.0069178003,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0043599581,0.0000000000,0.0013370538,0.0000000000,0.0000000000,0.0000000000,0.0148238577,0.0017439833,0.0122660156,0.0000000000,0.0022090455,0.0047087548,0.0000000000,0.0000000000,0.0187768864,0.0000000000,0.0000000000,0.0021509127,0.0785955121,0.0000000000,0.0005813278,0.0502848506,0.0000000000,0.1496337635,0.0000000000,0.0003487967,0.0109870945,0.0047087548,0.0000000000,0.0000000000,0.0020927799,0.0000000000,0.0000000000,0.0015114522,0.0186606209,0.0000000000,0.0000000000,0.0000000000,0.0025578421,0.0000000000,0.0027903732,0.0407510755,0.0000000000,1
SRR5224937,0.000000e+00,0.000000e+00,1.941379e-01,1.325393e-02,2.633269e-02,0.000000e+00,0.000000e+00,4.087114e-04,2.919367e-04,1.529748e-02,5.838734e-05,0.000000e+00,0.000000e+00,4.028727e-03,1.518071e-03,2.919367e-04,2.510656e-03,3.503240e-04,1.167747e-04,2.919367e-04,9.925848e-04,2.977754e-03,0.000000e+00,0.000000e+00,6.831319e-03,4.787762e-03,1.284522e-03,3.211304e-03,4.962924e-03,8.174228e-04,1.167747e-03,1.985170e-03,2.685818e-03,2.919367e-04,2.919367e-04,9.890816e-02,8.326035e-02,1.868395e-03,5.249022e-02,1.518071e-03,5.838734e-05,6.422608e-04,1.518071e-03,0.000000e+00,2.919367e-04,3.503240e-04,1.751620e-04,1.518071e-03,1.050972e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.459684e-03,6.189058e-03,1.167747e-04,1.751620e-04,8.174228e-04,3.503240e-04,6.013896e-03,0.000000e+00,2.335494e-04,8.991651e-03,4.087114e-04,1.050972e-02,0.000000e+00,0.000000e+00,5.838734e-04,0.000000e+00,0.000000e+00,1.926782e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.405558e-02,0.000000e+00,1.272844e-02,0.000000e+00,1.786653e-02,0.000000e+00,5.254861e-04,3.006948e-02,4.612600e-03,0.000000e+00,0.000000e+00,1.634846e-03,2.919367e-04,0.000000e+00,3.853565e-03,7.006481e-04,1.342909e-03,0.000000e+00,0.000000e+00,1.167747e-04,2.919367e-03,1.284522e-03,8.057453e-03,0.000000e+00,2.580720e-02,2.685818e-03,0.000000e+00,2.335494e-04,2.644947e-02,3.503240e-04,0.000000e+00,2.452268e-03,5.570152e-02,1.342909e-03,7.240030e-03,6.545221e-02,0.000000e+00,4.390728e-02,0.000000e+00,1.226134e-03,5.838734e-04,9.108425e-03,0.000000e+00,0.000000e+00,9.925848e-04,0.000000e+00,5.838734e-05,1.103521e-02,1.669878e-02,3.152916e-03,0.000000e+00,5.838734e-04,2.744205e-03,0.000000e+00,1.103521e-02,2.790915e-02,5.838734e-04,0
